locus_tag	ftype	length_bp	gene	EC_number	COG	product
GNBELFNB_02012	CDS	1614	accA_2	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
GNBELFNB_02013	CDS	1158	mmgC_10	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GNBELFNB_02014	CDS	837	echA8_3	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
GNBELFNB_02015	CDS	1941	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
GNBELFNB_02016	CDS	657				hypothetical protein
GNBELFNB_02017	CDS	429				hypothetical protein
GNBELFNB_02018	CDS	654	sspA		COG0625	Stringent starvation protein A
GNBELFNB_02019	CDS	387	rpsI		COG0103	30S ribosomal protein S9
GNBELFNB_02020	CDS	429	rplM		COG0102	50S ribosomal protein L13
GNBELFNB_02021	CDS	975	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
GNBELFNB_02022	CDS	813	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
GNBELFNB_02023	CDS	840	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
GNBELFNB_02024	CDS	444				hypothetical protein
GNBELFNB_02025	CDS	675	cidB_2		COG1346	Holin-like protein CidB
GNBELFNB_02026	CDS	372				hypothetical protein
GNBELFNB_02027	CDS	1335	hflX		COG2262	GTPase HflX
GNBELFNB_02028	CDS	810				hypothetical protein
GNBELFNB_02029	CDS	1626	clsC_1	2.7.8.-	COG1502	Cardiolipin synthase C
GNBELFNB_02030	CDS	1011	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GNBELFNB_02031	CDS	480	psaB	1.97.1.12		Photosystem I P700 chlorophyll a apoprotein A2
GNBELFNB_02032	CDS	1224	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
GNBELFNB_02033	CDS	504				hypothetical protein
GNBELFNB_02034	CDS	492				hypothetical protein
GNBELFNB_02035	CDS	1245	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
GNBELFNB_02036	CDS	645				hypothetical protein
GNBELFNB_02037	CDS	483	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
GNBELFNB_02038	CDS	525				hypothetical protein
GNBELFNB_02039	CDS	921	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
GNBELFNB_02040	CDS	654				hypothetical protein
GNBELFNB_02041	CDS	1494	glnG		COG2204	DNA-binding transcriptional regulator NtrC
GNBELFNB_02042	CDS	1110	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
GNBELFNB_02043	CDS	1344	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
GNBELFNB_02044	CDS	729	pyrH	2.7.4.22	COG0528	Uridylate kinase
GNBELFNB_02045	CDS	555	frr		COG0233	Ribosome-recycling factor
GNBELFNB_02046	CDS	753	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
GNBELFNB_02047	CDS	825				hypothetical protein
GNBELFNB_02048	CDS	1197	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
GNBELFNB_02049	CDS	1356	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
GNBELFNB_02050	CDS	2526	bamA_1		COG4775	Outer membrane protein assembly factor BamA
GNBELFNB_02051	CDS	504				hypothetical protein
GNBELFNB_02052	CDS	1071	lpxD	2.3.1.-		UDP-3-O-acylglucosamine N-acyltransferase
GNBELFNB_02053	CDS	486	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
GNBELFNB_02054	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
GNBELFNB_02055	CDS	885	cpoB			Cell division coordinator CpoB
GNBELFNB_02056	CDS	483	recX		COG2137	Regulatory protein RecX
GNBELFNB_02057	CDS	1050	recA		COG0468	Protein RecA
GNBELFNB_02058	CDS	441	hslR		COG1188	Heat shock protein 15
GNBELFNB_02059	CDS	687	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
GNBELFNB_02060	CDS	1044				hypothetical protein
GNBELFNB_02061	CDS	1521	katA	1.11.1.6	COG0753	Catalase
GNBELFNB_02062	CDS	831	cpo	1.11.1.10		Non-heme chloroperoxidase
GNBELFNB_02063	CDS	894				hypothetical protein
GNBELFNB_02064	CDS	1446	calB_3	1.2.1.68		Coniferyl aldehyde dehydrogenase
GNBELFNB_02065	CDS	987		1.3.1.103		2-haloacrylate reductase
GNBELFNB_02066	CDS	1653	actP_2		COG4147	Cation/acetate symporter ActP
GNBELFNB_02067	CDS	312	yjcH_2		COG3162	Inner membrane protein YjcH
GNBELFNB_02068	CDS	1635	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
GNBELFNB_02069	CDS	1884	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
GNBELFNB_02070	CDS	768	gno	1.1.1.-		Gluconate 5-dehydrogenase
GNBELFNB_02071	CDS	1161	carC_2	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
GNBELFNB_02072	CDS	729	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
GNBELFNB_02073	CDS	345				hypothetical protein
GNBELFNB_02074	CDS	990				hypothetical protein
GNBELFNB_02075	CDS	1575		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
GNBELFNB_02076	CDS	999				hypothetical protein
GNBELFNB_02077	CDS	1305	abaQ			Quinolone resistance transporter
GNBELFNB_02078	CDS	1734	araC_2	4.2.1.25		L-arabonate dehydratase
GNBELFNB_02079	CDS	717	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
GNBELFNB_02080	CDS	795				hypothetical protein
GNBELFNB_02081	CDS	1758	shlB			Hemolysin transporter protein ShlB
GNBELFNB_02082	tRNA	74				tRNA-Trp(cca)
GNBELFNB_02083	tRNA	85				tRNA-Leu(tag)
GNBELFNB_02084	tRNA	74				tRNA-Trp(cca)
GNBELFNB_02085	tRNA	85				tRNA-Leu(tag)
GNBELFNB_02086	CDS	804	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
GNBELFNB_02087	CDS	1509				hypothetical protein
GNBELFNB_02088	CDS	882				hypothetical protein
GNBELFNB_02089	CDS	1104				hypothetical protein
GNBELFNB_02090	CDS	1011	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
GNBELFNB_02091	CDS	216	rpsU		COG0828	30S ribosomal protein S21
GNBELFNB_02092	CDS	447	yqeY		COG1610	putative protein YqeY
GNBELFNB_02093	CDS	1479	bepA_2	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
GNBELFNB_02094	CDS	966	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
GNBELFNB_02095	CDS	657				hypothetical protein
GNBELFNB_02096	CDS	1890	htpX_2	3.4.24.-		Protease HtpX
GNBELFNB_02097	CDS	1542	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
GNBELFNB_02098	CDS	588				hypothetical protein
GNBELFNB_02099	CDS	1005	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
GNBELFNB_02100	CDS	480				hypothetical protein
GNBELFNB_02101	CDS	1140				hypothetical protein
GNBELFNB_02102	CDS	456				hypothetical protein
GNBELFNB_02103	CDS	1074	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
GNBELFNB_02104	CDS	576	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
GNBELFNB_02105	CDS	381				hypothetical protein
GNBELFNB_02106	CDS	1152	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
GNBELFNB_02107	CDS	1284	intS		COG0582	Prophage integrase IntS
GNBELFNB_02108	tmRNA	360	ssrA			transfer-messenger RNA, SsrA
GNBELFNB_02109	CDS	1986	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
GNBELFNB_02110	CDS	1524	emrB_1			Multidrug export protein EmrB
GNBELFNB_02111	CDS	1152	emrK		COG1566	putative multidrug resistance protein EmrK
GNBELFNB_02112	CDS	498				hypothetical protein
GNBELFNB_02113	CDS	1098	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
GNBELFNB_02114	CDS	1116	thiO	1.4.3.19		Glycine oxidase
GNBELFNB_02115	CDS	906				Epimerase family protein
GNBELFNB_02116	CDS	453				hypothetical protein
GNBELFNB_02117	CDS	378				hypothetical protein
GNBELFNB_02118	CDS	492				hypothetical protein
GNBELFNB_02119	CDS	1269	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GNBELFNB_02120	CDS	3597				hypothetical protein
GNBELFNB_02121	CDS	693	yggS		COG0325	Pyridoxal phosphate homeostasis protein
GNBELFNB_02122	CDS	1068	pilT_1		COG2805	Twitching mobility protein
GNBELFNB_02123	CDS	1119	pilT_2		COG2805	Twitching mobility protein
GNBELFNB_02124	CDS	438	fur		COG0735	Ferric uptake regulation protein
GNBELFNB_02125	CDS	399	bamE			Outer membrane protein assembly factor BamE
GNBELFNB_02126	CDS	324	rnfH			Protein RnfH
GNBELFNB_02127	CDS	1068				hypothetical protein
GNBELFNB_02128	CDS	456				Bacteriohemerythrin
GNBELFNB_02129	CDS	723	yhhW_1	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
GNBELFNB_02130	CDS	624				hypothetical protein
GNBELFNB_02131	CDS	960				hypothetical protein
GNBELFNB_02132	CDS	834	budC_1	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
GNBELFNB_02133	CDS	1524		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
GNBELFNB_02134	CDS	876				hypothetical protein
GNBELFNB_02135	CDS	1014				putative HTH-type transcriptional regulator
GNBELFNB_02136	CDS	1488		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
GNBELFNB_02137	CDS	855	sadH_2	1.-.-.-		Putative oxidoreductase SadH
GNBELFNB_02138	CDS	894	lipR_1	3.1.1.-	COG0657	Putative acetyl-hydrolase LipR
GNBELFNB_02139	CDS	1671	choD	1.1.3.6	COG2303	Cholesterol oxidase
GNBELFNB_02140	CDS	1281	nicP_1			Porin-like protein NicP
GNBELFNB_02141	CDS	1347	pcaK_1		COG0477	4-hydroxybenzoate transporter PcaK
GNBELFNB_02142	CDS	1686	atsA_2	3.1.6.1	COG3119	Arylsulfatase
GNBELFNB_02143	CDS	969		1.8.3.7	COG1262	Formylglycine-generating enzyme
GNBELFNB_02144	CDS	1188	nicP_2			Porin-like protein NicP
GNBELFNB_02145	CDS	1077	tsaM1	1.14.14.-		Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1
GNBELFNB_02146	CDS	945	pcpD	1.1.1.404	COG1018	Tetrachlorobenzoquinone reductase
GNBELFNB_02147	CDS	681				hypothetical protein
GNBELFNB_02148	CDS	459				hypothetical protein
GNBELFNB_02149	CDS	1233	mhpT			3-(3-hydroxy-phenyl)propionate transporter
GNBELFNB_02150	CDS	1272	gdhA_2	1.4.1.3	COG0334	Glutamate dehydrogenase
GNBELFNB_02151	CDS	1215	astC	2.6.1.81	COG4992	Succinylornithine transaminase
GNBELFNB_02152	CDS	1032	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
GNBELFNB_02153	CDS	1470	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
GNBELFNB_02154	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
GNBELFNB_02155	CDS	975	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
GNBELFNB_02156	CDS	762				hypothetical protein
GNBELFNB_02157	CDS	312				hypothetical protein
GNBELFNB_02158	CDS	1356	aprE	3.4.21.62	COG1404	Subtilisin E
GNBELFNB_02159	CDS	432				hypothetical protein
GNBELFNB_02160	CDS	420				hypothetical protein
GNBELFNB_02161	CDS	867	gltR_2		COG0583	HTH-type transcriptional regulator GltR
GNBELFNB_02162	CDS	903	eamA		COG0697	putative amino-acid metabolite efflux pump
GNBELFNB_02163	CDS	285				hypothetical protein
GNBELFNB_02164	CDS	702				hypothetical protein
GNBELFNB_02165	CDS	1110		3.6.1.-	COG1106	ATP/GTP phosphatase
GNBELFNB_02166	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
GNBELFNB_02167	CDS	978	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
GNBELFNB_02168	CDS	423				hypothetical protein
GNBELFNB_02169	CDS	417				hypothetical protein
GNBELFNB_02170	CDS	1263				hypothetical protein
GNBELFNB_02171	CDS	798				hypothetical protein
GNBELFNB_02172	CDS	1101				hypothetical protein
GNBELFNB_02173	CDS	255				hypothetical protein
GNBELFNB_02174	CDS	735	lgrE	1.1.-.-		Linear gramicidin dehydrogenase LgrE
GNBELFNB_02175	CDS	1596	lagD	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
GNBELFNB_02176	CDS	1611			COG1132	putative ABC transporter ATP-binding/permease protein
GNBELFNB_02177	CDS	156				hypothetical protein
GNBELFNB_02178	CDS	1152	hdc	4.1.1.22		Histidine decarboxylase
GNBELFNB_02179	CDS	870	entB	6.3.2.14	COG1535	Enterobactin synthase component B
GNBELFNB_02180	CDS	1629	entE	6.3.2.14	COG1021	Enterobactin synthase component E
GNBELFNB_02181	CDS	2943				hypothetical protein
GNBELFNB_02182	CDS	1311	iucD_2	1.14.13.59	COG3486	L-lysine N6-monooxygenase
GNBELFNB_02183	CDS	2256	fatA_1			Ferric-anguibactin receptor FatA
GNBELFNB_02184	CDS	969	fatB			Ferric-anguibactin-binding protein FatB
GNBELFNB_02185	CDS	771	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
GNBELFNB_02186	CDS	948	fatC			Ferric-anguibactin transport system permease protein FatC
GNBELFNB_02187	CDS	942	fatD			Ferric-anguibactin transport system permease protein FatD
GNBELFNB_02188	CDS	108				hypothetical protein
GNBELFNB_02189	CDS	2097				hypothetical protein
GNBELFNB_02190	CDS	1848	angR			Anguibactin system regulator
GNBELFNB_02191	rRNA	111				5S ribosomal RNA
GNBELFNB_02192	CDS	543	aac	2.3.1.-		Aminoglycoside 2'-N-acetyltransferase
GNBELFNB_02193	CDS	999	srpG	2.5.1.47	COG0031	Cysteine synthase
GNBELFNB_02194	CDS	489				hypothetical protein
GNBELFNB_02195	CDS	567	fldP_3			Flavodoxin FldP
GNBELFNB_02196	CDS	486				hypothetical protein
GNBELFNB_02197	CDS	405	cueR		COG0789	HTH-type transcriptional regulator CueR
GNBELFNB_02198	CDS	1260				hypothetical protein
GNBELFNB_02199	CDS	2379				hypothetical protein
GNBELFNB_02200	CDS	501				hypothetical protein
GNBELFNB_02201	CDS	354			COG0251	RutC family protein
GNBELFNB_02202	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
GNBELFNB_02203	CDS	759				hypothetical protein
GNBELFNB_02204	CDS	1392	hsrA			putative transport protein HsrA
GNBELFNB_02205	CDS	624				hypothetical protein
GNBELFNB_02206	CDS	1593				hypothetical protein
GNBELFNB_02207	CDS	468				hypothetical protein
GNBELFNB_02208	CDS	645				hypothetical protein
GNBELFNB_02209	CDS	1320	naiP_3			Putative niacin/nicotinamide transporter NaiP
GNBELFNB_02210	CDS	2220	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
GNBELFNB_02211	CDS	1680	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GNBELFNB_02212	CDS	366				hypothetical protein
GNBELFNB_02213	CDS	744				hypothetical protein
GNBELFNB_02214	CDS	378				hypothetical protein
GNBELFNB_02215	CDS	279				hypothetical protein
GNBELFNB_02216	CDS	345				hypothetical protein
GNBELFNB_02217	CDS	228				hypothetical protein
GNBELFNB_02218	CDS	858				hypothetical protein
GNBELFNB_02219	CDS	609				hypothetical protein
GNBELFNB_02220	CDS	369				hypothetical protein
GNBELFNB_02221	CDS	480				hypothetical protein
GNBELFNB_02222	CDS	195				hypothetical protein
GNBELFNB_02223	CDS	270				hypothetical protein
GNBELFNB_02224	CDS	273				hypothetical protein
GNBELFNB_02225	CDS	789				hypothetical protein
GNBELFNB_02226	CDS	987	xerC_3			Tyrosine recombinase XerC
GNBELFNB_02227	CDS	936	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
GNBELFNB_02228	CDS	774	yadH		COG0842	Inner membrane transport permease YadH
GNBELFNB_02229	CDS	813	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
GNBELFNB_02230	CDS	651				hypothetical protein
GNBELFNB_02231	CDS	1143	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
GNBELFNB_02232	CDS	1002	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
GNBELFNB_02233	CDS	618	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
GNBELFNB_02234	CDS	453				hypothetical protein
GNBELFNB_02235	CDS	318				hypothetical protein
GNBELFNB_02236	CDS	717				hypothetical protein
GNBELFNB_02237	CDS	825	rhaS_5			HTH-type transcriptional activator RhaS
GNBELFNB_02238	CDS	486				hypothetical protein
GNBELFNB_02239	CDS	876	tsf		COG0264	Elongation factor Ts
GNBELFNB_02240	CDS	753	rpsB		COG0052	30S ribosomal protein S2
GNBELFNB_02241	CDS	828	map_3	3.4.11.18	COG0024	Methionine aminopeptidase
GNBELFNB_02242	CDS	1071				hypothetical protein
GNBELFNB_02243	CDS	138				hypothetical protein
GNBELFNB_02244	CDS	270				hypothetical protein
GNBELFNB_02245	CDS	2547	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
GNBELFNB_02246	CDS	1623	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
GNBELFNB_02247	CDS	2781	nasA	1.7.-.-		Nitrate reductase
GNBELFNB_02248	CDS	630	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
GNBELFNB_02249	CDS	2274	napA	1.9.6.1		Periplasmic nitrate reductase
GNBELFNB_02250	CDS	1035	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
GNBELFNB_02251	CDS	255				hypothetical protein
GNBELFNB_02252	CDS	486	moaE1	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 1
GNBELFNB_02253	CDS	924	moaC			Cyclic pyranopterin monophosphate synthase
GNBELFNB_02254	CDS	1236	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
GNBELFNB_02255	CDS	483			COG1733	putative HTH-type transcriptional regulator
GNBELFNB_02256	CDS	1440	norG_4		COG1167	HTH-type transcriptional regulator NorG
GNBELFNB_02257	CDS	864				hypothetical protein
GNBELFNB_02258	CDS	312	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
GNBELFNB_02259	CDS	285				hypothetical protein
GNBELFNB_02260	CDS	351				hypothetical protein
GNBELFNB_02261	CDS	369	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
GNBELFNB_02262	CDS	1008	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
GNBELFNB_02263	CDS	1395	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
GNBELFNB_02264	CDS	297				hypothetical protein
GNBELFNB_02265	CDS	333				hypothetical protein
GNBELFNB_02266	CDS	1278				hypothetical protein
GNBELFNB_02267	CDS	795	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GNBELFNB_02268	CDS	534				hypothetical protein
GNBELFNB_02269	CDS	564				hypothetical protein
GNBELFNB_02270	CDS	468				hypothetical protein
GNBELFNB_02271	CDS	597				hypothetical protein
GNBELFNB_02272	CDS	1119	ydiK_1		COG0628	Putative transport protein YdiK
GNBELFNB_02273	CDS	576				hypothetical protein
GNBELFNB_02274	CDS	2151	yccS_1		COG1289	Inner membrane protein YccS
GNBELFNB_02275	CDS	1230	craA_1			Chloramphenicol resistance protein CraA
GNBELFNB_02276	CDS	366				hypothetical protein
GNBELFNB_02277	CDS	366				hypothetical protein
GNBELFNB_02278	CDS	1230	craA_2			Chloramphenicol resistance protein CraA
GNBELFNB_02279	CDS	2151	yccS_2		COG1289	Inner membrane protein YccS
GNBELFNB_02280	CDS	576				hypothetical protein
GNBELFNB_02281	CDS	1119	ydiK_2		COG0628	Putative transport protein YdiK
GNBELFNB_02282	CDS	597				hypothetical protein
GNBELFNB_02283	CDS	468				hypothetical protein
GNBELFNB_02284	CDS	564				hypothetical protein
GNBELFNB_02285	CDS	534				hypothetical protein
GNBELFNB_02286	CDS	795	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GNBELFNB_02287	CDS	1278				hypothetical protein
GNBELFNB_02288	CDS	951				hypothetical protein
GNBELFNB_02289	CDS	2724				hypothetical protein
GNBELFNB_02290	CDS	1146				hypothetical protein
GNBELFNB_02291	CDS	3081				hypothetical protein
GNBELFNB_02292	CDS	696				hypothetical protein
GNBELFNB_02293	CDS	1008				hypothetical protein
GNBELFNB_02294	CDS	192				hypothetical protein
GNBELFNB_02295	CDS	1206				hypothetical protein
GNBELFNB_02296	CDS	1047	yejK_1		COG3081	Nucleoid-associated protein YejK
GNBELFNB_02297	CDS	1443				hypothetical protein
GNBELFNB_02298	CDS	117				hypothetical protein
GNBELFNB_02299	CDS	2466				hypothetical protein
GNBELFNB_02300	CDS	279				hypothetical protein
GNBELFNB_02301	CDS	117				hypothetical protein
GNBELFNB_02302	CDS	306				hypothetical protein
GNBELFNB_02303	CDS	369				hypothetical protein
GNBELFNB_02304	CDS	555				hypothetical protein
GNBELFNB_02305	CDS	210				hypothetical protein
GNBELFNB_02306	CDS	657				hypothetical protein
GNBELFNB_02307	CDS	906	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
GNBELFNB_02308	CDS	231				hypothetical protein
GNBELFNB_02309	CDS	1881	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
GNBELFNB_02310	CDS	1008				hypothetical protein
GNBELFNB_02311	CDS	1551			COG2308	putative protein
GNBELFNB_02312	CDS	597				hypothetical protein
GNBELFNB_02313	CDS	780			COG1305	putative protein
GNBELFNB_02314	CDS	735				hypothetical protein
GNBELFNB_02315	CDS	1077	alr1	5.1.1.1	COG0787	Alanine racemase
GNBELFNB_02316	CDS	1446	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
GNBELFNB_02317	CDS	447	rplI		COG0359	50S ribosomal protein L9
GNBELFNB_02318	CDS	228	rpsR		COG0238	30S ribosomal protein S18
GNBELFNB_02319	CDS	384	rpsF		COG0360	30S ribosomal protein S6
GNBELFNB_02320	CDS	879	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
GNBELFNB_02321	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
GNBELFNB_02322	CDS	621	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
GNBELFNB_02323	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
GNBELFNB_02324	CDS	1053	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
GNBELFNB_02325	CDS	756				hypothetical protein
GNBELFNB_02326	CDS	2379	ppsA	2.7.9.2		Phosphoenolpyruvate synthase
GNBELFNB_02327	CDS	849	folP_1	2.5.1.15	COG0294	Dihydropteroate synthase
GNBELFNB_02328	CDS	303	glmM_2			Phosphoglucosamine mutase
GNBELFNB_02329	CDS	1494				hypothetical protein
GNBELFNB_02330	CDS	1215	bcr_1			Bicyclomycin resistance protein
GNBELFNB_02331	CDS	456				hypothetical protein
GNBELFNB_02332	CDS	720				IS91 family transposase ISVsa3
GNBELFNB_02333	CDS	705				IS6 family transposase IS1006
GNBELFNB_02334	CDS	438				hypothetical protein
GNBELFNB_02335	CDS	2919	recD2_1	3.6.4.12		ATP-dependent RecD-like DNA helicase
GNBELFNB_02336	CDS	2919	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
GNBELFNB_02337	CDS	438				hypothetical protein
GNBELFNB_02338	CDS	705				IS6 family transposase IS1006
GNBELFNB_02339	CDS	720				IS91 family transposase ISVsa3
GNBELFNB_02340	CDS	456				hypothetical protein
GNBELFNB_02341	CDS	1215	bcr_2			Bicyclomycin resistance protein
GNBELFNB_02342	CDS	1494				hypothetical protein
GNBELFNB_02343	CDS	303	glmM_3			Phosphoglucosamine mutase
GNBELFNB_02344	CDS	849	folP_2	2.5.1.15	COG0294	Dihydropteroate synthase
GNBELFNB_02345	CDS	765	ompR			Transcriptional regulatory protein OmpR
GNBELFNB_02346	CDS	1458	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
GNBELFNB_02347	CDS	1515	cat1	2.8.3.-	COG0427	Succinyl-CoA:coenzyme A transferase
GNBELFNB_02348	CDS	432	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
GNBELFNB_02349	tRNA	76				tRNA-Phe(gaa)
GNBELFNB_02350	tRNA	76				tRNA-Phe(gaa)
GNBELFNB_02351	CDS	384	panZ			PanD regulatory factor
GNBELFNB_02352	CDS	594	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
GNBELFNB_02353	CDS	618	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
GNBELFNB_02354	CDS	549				hypothetical protein
GNBELFNB_02355	CDS	642	rnd_1	3.1.13.5		Ribonuclease D
GNBELFNB_02356	CDS	732	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
GNBELFNB_02357	CDS	552	sutR_2		COG1396	HTH-type transcriptional regulator SutR
GNBELFNB_02358	CDS	903				hypothetical protein
GNBELFNB_02359	CDS	312				hypothetical protein
GNBELFNB_02360	CDS	393				hypothetical protein
GNBELFNB_02361	CDS	630				hypothetical protein
GNBELFNB_02362	CDS	951	thrB	2.7.1.39	COG2334	Homoserine kinase
GNBELFNB_02363	CDS	759	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
GNBELFNB_02364	CDS	639				hypothetical protein
GNBELFNB_02365	CDS	1005	virS			HTH-type transcriptional regulator VirS
GNBELFNB_02366	CDS	690	aqpZ2			Aquaporin Z 2
GNBELFNB_02367	CDS	243				hypothetical protein
GNBELFNB_02368	CDS	600				hypothetical protein
GNBELFNB_02369	CDS	1104				hypothetical protein
GNBELFNB_02370	CDS	444				hypothetical protein
GNBELFNB_02371	CDS	1878	kup			Low affinity potassium transport system protein kup
GNBELFNB_02372	tRNA	90				tRNA-Ser(gga)
GNBELFNB_02373	CDS	342				hypothetical protein
GNBELFNB_02374	CDS	4179				hypothetical protein
GNBELFNB_02375	CDS	360				hypothetical protein
GNBELFNB_02376	CDS	2640	acnB_1	4.2.1.3	COG1049	Aconitate hydratase B
GNBELFNB_02377	CDS	435				hypothetical protein
GNBELFNB_02378	CDS	984				hypothetical protein
GNBELFNB_02379	CDS	1200	ydhP_2		COG2814	Inner membrane transport protein YdhP
GNBELFNB_02380	CDS	402				hypothetical protein
GNBELFNB_02381	CDS	402				hypothetical protein
GNBELFNB_02382	CDS	1200	ydhP_3		COG2814	Inner membrane transport protein YdhP
GNBELFNB_02383	CDS	984				hypothetical protein
