locus_tag	ftype	length_bp	gene	EC_number	COG	product
KOOEHCHE_01911	CDS	1020	nagZ_1	3.2.1.52	COG1472	Beta-hexosaminidase
KOOEHCHE_01912	CDS	2184	prc	3.4.21.102	COG0793	Tail-specific protease
KOOEHCHE_01913	CDS	1287	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KOOEHCHE_01914	CDS	552				hypothetical protein
KOOEHCHE_01915	CDS	201	iscX		COG2975	Protein IscX
KOOEHCHE_01916	CDS	432	ndk	2.7.4.6		Nucleoside diphosphate kinase
KOOEHCHE_01917	CDS	1233	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
KOOEHCHE_01918	CDS	801	lapB			Lipopolysaccharide assembly protein B
KOOEHCHE_01919	CDS	792	rodZ			Cytoskeleton protein RodZ
KOOEHCHE_01920	CDS	1116	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
KOOEHCHE_01921	CDS	1293	hisS	6.1.1.21		Histidine--tRNA ligase
KOOEHCHE_01922	CDS	699				hypothetical protein
KOOEHCHE_01923	CDS	1146	bamB		COG1520	Outer membrane protein assembly factor BamB
KOOEHCHE_01924	CDS	1410	der		COG1160	GTPase Der
KOOEHCHE_01925	CDS	657				hypothetical protein
KOOEHCHE_01926	CDS	459	secB		COG1952	Protein-export protein SecB
KOOEHCHE_01927	CDS	258	grxC		COG0695	Glutaredoxin 3
KOOEHCHE_01928	CDS	417	yibN		COG0607	putative protein YibN
KOOEHCHE_01929	CDS	1059	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
KOOEHCHE_01930	CDS	567	orn	3.1.-.-	COG1949	Oligoribonuclease
KOOEHCHE_01931	CDS	732				hypothetical protein
KOOEHCHE_01932	CDS	804	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
KOOEHCHE_01933	CDS	1407	tdeA		COG1538	Toxin and drug export protein A
KOOEHCHE_01934	CDS	1995	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
KOOEHCHE_01935	CDS	1338	macA		COG0845	Macrolide export protein MacA
KOOEHCHE_01936	CDS	243				hypothetical protein
KOOEHCHE_01937	CDS	285				hypothetical protein
KOOEHCHE_01938	CDS	561				hypothetical protein
KOOEHCHE_01939	CDS	633				hypothetical protein
KOOEHCHE_01940	CDS	1323	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
KOOEHCHE_01941	CDS	1209	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
KOOEHCHE_01942	CDS	1233	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
KOOEHCHE_01943	CDS	252				hypothetical protein
KOOEHCHE_01944	CDS	402	zntR		COG0789	HTH-type transcriptional regulator ZntR
KOOEHCHE_01945	CDS	642	zitB_1			Zinc transporter ZitB
KOOEHCHE_01946	CDS	609	argO		COG1279	Arginine exporter protein ArgO
KOOEHCHE_01947	CDS	891			COG0583	putative HTH-type transcriptional regulator
KOOEHCHE_01948	CDS	387				hypothetical protein
KOOEHCHE_01949	CDS	837	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
KOOEHCHE_01950	CDS	402				hypothetical protein
KOOEHCHE_01951	CDS	708				hypothetical protein
KOOEHCHE_01952	CDS	864	aes_1	3.1.1.-		Acetyl esterase
KOOEHCHE_01953	CDS	744	nudC_1	3.6.1.22		NADH pyrophosphatase
KOOEHCHE_01954	CDS	1644				hypothetical protein
KOOEHCHE_01955	CDS	1380	rnhA	3.1.26.4		Ribonuclease H
KOOEHCHE_01956	CDS	3216				hypothetical protein
KOOEHCHE_01957	CDS	1836				hypothetical protein
KOOEHCHE_01958	CDS	1053	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
KOOEHCHE_01959	CDS	1011	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
KOOEHCHE_01960	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
KOOEHCHE_01961	CDS	1245	namA_2	1.6.99.1		NADPH dehydrogenase
KOOEHCHE_01962	CDS	2115	cntO_4			Metal-pseudopaline receptor CntO
KOOEHCHE_01963	tRNA	76				tRNA-Glu(ttc)
KOOEHCHE_01964	CDS	663	rnt	3.1.13.-	COG0847	Ribonuclease T
KOOEHCHE_01965	CDS	1035	pyrC	3.5.2.3	COG0418	Dihydroorotase
KOOEHCHE_01966	CDS	1263				hypothetical protein
KOOEHCHE_01967	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
KOOEHCHE_01968	CDS	2031	fadH_2	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
KOOEHCHE_01969	tRNA	90				tRNA-Ser(tga)
KOOEHCHE_01970	CDS	489	ahpF_1	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
KOOEHCHE_01971	CDS	345				hypothetical protein
KOOEHCHE_01972	CDS	612	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
KOOEHCHE_01973	CDS	2439				hypothetical protein
KOOEHCHE_01974	CDS	717	trmB_2	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
KOOEHCHE_01975	CDS	627	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GstB
KOOEHCHE_01976	CDS	780				hypothetical protein
KOOEHCHE_01977	CDS	1416	pal_2			Peptidoglycan-associated lipoprotein
KOOEHCHE_01978	CDS	1236	pyrC'		COG0044	Dihydroorotase-like protein
KOOEHCHE_01979	CDS	1017	pyrB	2.1.3.2		Aspartate carbamoyltransferase
KOOEHCHE_01980	CDS	345				hypothetical protein
KOOEHCHE_01981	CDS	2205	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
KOOEHCHE_01982	CDS	420				hypothetical protein
KOOEHCHE_01983	CDS	489	cinA_2			Putative competence-damage inducible protein
KOOEHCHE_01984	CDS	2580	clpB		COG0542	Chaperone protein ClpB
KOOEHCHE_01985	CDS	807				hypothetical protein
KOOEHCHE_01986	CDS	426	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
KOOEHCHE_01987	CDS	423	yhfA		COG1765	Protein YhfA
KOOEHCHE_01988	CDS	708	vfr		COG0664	Cyclic AMP receptor-like protein
KOOEHCHE_01989	CDS	1050	tas		COG0667	Protein tas
KOOEHCHE_01990	CDS	786	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
KOOEHCHE_01991	CDS	318				hypothetical protein
KOOEHCHE_01992	CDS	1320	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
KOOEHCHE_01993	CDS	1167	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
KOOEHCHE_01994	CDS	1026	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
KOOEHCHE_01995	CDS	2637	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
KOOEHCHE_01996	CDS	1206				hypothetical protein
KOOEHCHE_01997	CDS	984				hypothetical protein
KOOEHCHE_01998	CDS	513				hypothetical protein
KOOEHCHE_01999	CDS	495	lexA_2	3.4.21.88		LexA repressor
KOOEHCHE_02000	CDS	1299	umuC_2		COG0389	Protein UmuC
KOOEHCHE_02001	CDS	447				hypothetical protein
KOOEHCHE_02002	CDS	1449	iucA	6.3.2.38	COG4264	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
KOOEHCHE_02003	CDS	1434	iucD_2	1.14.13.59	COG3486	L-lysine N6-monooxygenase
KOOEHCHE_02004	CDS	1440	farB			Fatty acid resistance protein FarB
KOOEHCHE_02005	CDS	1842	sbnF	6.3.2.55	COG4264	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase
KOOEHCHE_02006	CDS	1911				hypothetical protein
KOOEHCHE_02007	CDS	771				hypothetical protein
KOOEHCHE_02008	CDS	618				hypothetical protein
KOOEHCHE_02009	CDS	2310	iutA_1			Ferric aerobactin receptor
KOOEHCHE_02010	CDS	294				hypothetical protein
KOOEHCHE_02011	CDS	1524				hypothetical protein
KOOEHCHE_02012	CDS	339				hypothetical protein
KOOEHCHE_02013	CDS	621				hypothetical protein
KOOEHCHE_02014	CDS	2148	mtlD	1.1.1.17		Mannitol-1-phosphate 5-dehydrogenase
KOOEHCHE_02015	CDS	627				hypothetical protein
KOOEHCHE_02016	CDS	519	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
KOOEHCHE_02017	CDS	1056	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
KOOEHCHE_02018	CDS	579	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
KOOEHCHE_02019	CDS	1569				hypothetical protein
KOOEHCHE_02020	CDS	744	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
KOOEHCHE_02021	CDS	1143	aroF_2	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
KOOEHCHE_02022	CDS	888				hypothetical protein
KOOEHCHE_02023	CDS	303				hypothetical protein
KOOEHCHE_02024	CDS	1557				hypothetical protein
KOOEHCHE_02025	CDS	276				hypothetical protein
KOOEHCHE_02026	CDS	2100	fhuE_1		COG4773	FhuE receptor
KOOEHCHE_02027	CDS	1176	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
KOOEHCHE_02028	CDS	648				hypothetical protein
KOOEHCHE_02029	CDS	1023				hypothetical protein
KOOEHCHE_02030	CDS	1758	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
KOOEHCHE_02031	CDS	1113	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
KOOEHCHE_02032	CDS	2139	fusA		COG0480	Elongation factor G
KOOEHCHE_02033	CDS	471	rpsG		COG0049	30S ribosomal protein S7
KOOEHCHE_02034	CDS	375	rpsL		COG0048	30S ribosomal protein S12
KOOEHCHE_02035	CDS	1326				hypothetical protein
KOOEHCHE_02036	CDS	1230	fabB	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
KOOEHCHE_02037	CDS	453				hypothetical protein
KOOEHCHE_02038	CDS	861				hypothetical protein
KOOEHCHE_02039	CDS	537				hypothetical protein
KOOEHCHE_02040	CDS	1626	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
KOOEHCHE_02041	CDS	1029				hypothetical protein
KOOEHCHE_02042	tRNA	77				tRNA-Met(cat)
KOOEHCHE_02043	CDS	957	cntB	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
KOOEHCHE_02044	CDS	1452	gabD_2	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
KOOEHCHE_02045	CDS	1116	cntA	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
KOOEHCHE_02046	CDS	975	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
KOOEHCHE_02047	CDS	1647	caiT			L-carnitine/gamma-butyrobetaine antiporter
KOOEHCHE_02048	CDS	1113	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
KOOEHCHE_02049	CDS	981	dmlR_9			HTH-type transcriptional regulator DmlR
KOOEHCHE_02050	CDS	1185				hypothetical protein
KOOEHCHE_02051	tRNA	77				tRNA-Met(cat)
KOOEHCHE_02052	CDS	264	fdx_1		COG1145	Ferredoxin
KOOEHCHE_02053	CDS	492	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
KOOEHCHE_02054	CDS	477	smpB		COG0691	SsrA-binding protein
KOOEHCHE_02055	CDS	552	fldP_3			Flavodoxin FldP
KOOEHCHE_02056	CDS	738	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
KOOEHCHE_02057	CDS	1053	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KOOEHCHE_02058	CDS	1158	bamD			Outer membrane protein assembly factor BamD
KOOEHCHE_02059	CDS	1866	dnaG	2.7.7.-		DNA primase
KOOEHCHE_02060	CDS	1284	hemA_1	1.2.1.70	COG0373	Glutamyl-tRNA reductase
KOOEHCHE_02061	CDS	1710	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
KOOEHCHE_02062	CDS	579	lolB		COG3017	Outer-membrane lipoprotein LolB
KOOEHCHE_02063	tRNA	75				tRNA-Gln(ttg)
KOOEHCHE_02064	tRNA	75				tRNA-Gln(ttg)
KOOEHCHE_02065	tRNA	75				tRNA-Gln(ttg)
KOOEHCHE_02066	CDS	138				hypothetical protein
KOOEHCHE_02067	tRNA	75				tRNA-Gln(ttg)
KOOEHCHE_02068	tRNA	75				tRNA-Gln(ttg)
KOOEHCHE_02069	tRNA	75				tRNA-Gln(ttg)
KOOEHCHE_02070	tRNA	74				tRNA-Gln(ttg)
KOOEHCHE_02071	CDS	723	yhhW_2	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
KOOEHCHE_02072	CDS	624				hypothetical protein
KOOEHCHE_02073	CDS	960				hypothetical protein
KOOEHCHE_02074	CDS	834	budC_2	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
KOOEHCHE_02075	CDS	1524		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
KOOEHCHE_02076	CDS	876				hypothetical protein
KOOEHCHE_02077	CDS	1014				putative HTH-type transcriptional regulator
KOOEHCHE_02078	CDS	1488		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
KOOEHCHE_02079	CDS	855	sadH_2	1.-.-.-		Putative oxidoreductase SadH
KOOEHCHE_02080	CDS	894	lipR_1	3.1.1.-	COG0657	Putative acetyl-hydrolase LipR
KOOEHCHE_02081	CDS	1671	choD	1.1.3.6	COG2303	Cholesterol oxidase
KOOEHCHE_02082	CDS	1281	nicP_2			Porin-like protein NicP
KOOEHCHE_02083	CDS	1347	pcaK_3		COG0477	4-hydroxybenzoate transporter PcaK
KOOEHCHE_02084	CDS	1686	atsA_2	3.1.6.1	COG3119	Arylsulfatase
KOOEHCHE_02085	CDS	969		1.8.3.7	COG1262	Formylglycine-generating enzyme
KOOEHCHE_02086	CDS	1188	nicP_3			Porin-like protein NicP
KOOEHCHE_02087	CDS	1077	tsaM1	1.14.14.-		Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1
KOOEHCHE_02088	CDS	945	pcpD	1.1.1.404	COG1018	Tetrachlorobenzoquinone reductase
KOOEHCHE_02089	CDS	681				hypothetical protein
KOOEHCHE_02090	CDS	459				hypothetical protein
KOOEHCHE_02091	CDS	1233	mhpT			3-(3-hydroxy-phenyl)propionate transporter
KOOEHCHE_02092	CDS	834		4.1.2.41		Hydroxycinnamoyl-CoA hydratase-lyase
KOOEHCHE_02093	CDS	1452	vdh	1.2.1.67		Vanillin dehydrogenase
KOOEHCHE_02094	CDS	1878	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
KOOEHCHE_02095	CDS	1140	mmgC_6	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
KOOEHCHE_02096	CDS	1251	nicP_4			Porin-like protein NicP
KOOEHCHE_02097	CDS	537				hypothetical protein
KOOEHCHE_02098	CDS	390				hypothetical protein
KOOEHCHE_02099	CDS	384	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
KOOEHCHE_02100	CDS	363	pleD			Response regulator PleD
KOOEHCHE_02101	CDS	537				hypothetical protein
KOOEHCHE_02102	CDS	2079				hypothetical protein
KOOEHCHE_02103	CDS	4521	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
KOOEHCHE_02104	CDS	465				hypothetical protein
KOOEHCHE_02105	CDS	1137	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
KOOEHCHE_02106	CDS	141				hypothetical protein
KOOEHCHE_02107	CDS	909				hypothetical protein
KOOEHCHE_02108	CDS	369	ybaN		COG2832	Inner membrane protein YbaN
KOOEHCHE_02109	CDS	504				hypothetical protein
KOOEHCHE_02110	tRNA	76				tRNA-Val(tac)
KOOEHCHE_02111	tRNA	77				tRNA-Asp(gtc)
KOOEHCHE_02112	tRNA	77				tRNA-Asp(gtc)
KOOEHCHE_02113	tRNA	76				tRNA-Val(tac)
KOOEHCHE_02114	tRNA	77				tRNA-Asp(gtc)
KOOEHCHE_02115	tRNA	76				tRNA-Val(tac)
KOOEHCHE_02116	CDS	786				hypothetical protein
KOOEHCHE_02117	CDS	2547				hypothetical protein
KOOEHCHE_02118	CDS	576				hypothetical protein
KOOEHCHE_02119	CDS	2079	yccS_1		COG1289	Inner membrane protein YccS
KOOEHCHE_02120	CDS	1215	bcr_3			Bicyclomycin resistance protein
KOOEHCHE_02121	CDS	705	cnbA	1.7.1.16		Chloronitrobenzene nitroreductase
KOOEHCHE_02122	CDS	204				hypothetical protein
KOOEHCHE_02123	CDS	1476	alsT		COG1115	Amino-acid carrier protein AlsT
KOOEHCHE_02124	CDS	936				hypothetical protein
KOOEHCHE_02125	CDS	1236	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
KOOEHCHE_02126	CDS	1125	sbmA		COG1133	Peptide antibiotic transporter SbmA
KOOEHCHE_02127	CDS	2049	pepO	3.4.24.-	COG3590	Neutral endopeptidase
KOOEHCHE_02128	CDS	750				hypothetical protein
KOOEHCHE_02129	CDS	1338	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
KOOEHCHE_02130	CDS	717	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
KOOEHCHE_02131	CDS	2655	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
KOOEHCHE_02132	CDS	606	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
KOOEHCHE_02133	CDS	2034	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
KOOEHCHE_02134	CDS	1710	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
KOOEHCHE_02135	CDS	138				hypothetical protein
KOOEHCHE_02136	CDS	438				hypothetical protein
KOOEHCHE_02137	CDS	381	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
KOOEHCHE_02138	CDS	1299			COG0661	putative protein
KOOEHCHE_02139	CDS	777	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
KOOEHCHE_02140	CDS	579				hypothetical protein
KOOEHCHE_02141	CDS	1644	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
KOOEHCHE_02142	CDS	1137	mmgC_7	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
KOOEHCHE_02143	CDS	771		1.-.-.-		putative oxidoreductase
KOOEHCHE_02144	CDS	1029				hypothetical protein
KOOEHCHE_02145	CDS	822	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
KOOEHCHE_02146	CDS	1089	prfA		COG0216	Peptide chain release factor RF1
KOOEHCHE_02147	CDS	840	hchA_1	3.5.1.124		Protein/nucleic acid deglycase HchA
KOOEHCHE_02148	CDS	903	pgrR_3			HTH-type transcriptional regulator PgrR
KOOEHCHE_02149	CDS	423				hypothetical protein
KOOEHCHE_02150	CDS	504				hypothetical protein
KOOEHCHE_02151	CDS	1005	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
KOOEHCHE_02152	CDS	564		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
KOOEHCHE_02153	CDS	465				hypothetical protein
KOOEHCHE_02154	CDS	1248	pgaC_2	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
KOOEHCHE_02155	CDS	1830				hypothetical protein
KOOEHCHE_02156	CDS	2439	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
KOOEHCHE_02157	CDS	288				hypothetical protein
KOOEHCHE_02158	CDS	453	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
KOOEHCHE_02159	CDS	435				hypothetical protein
KOOEHCHE_02160	CDS	99				hypothetical protein
KOOEHCHE_02161	CDS	936	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
KOOEHCHE_02162	CDS	909				hypothetical protein
KOOEHCHE_02163	CDS	684	glaR		COG1802	HTH-type transcriptional repressor GlaR
KOOEHCHE_02164	CDS	933		5.1.1.8		4-hydroxyproline 2-epimerase
KOOEHCHE_02165	CDS	1104	hcnC	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
KOOEHCHE_02166	CDS	231				hypothetical protein
KOOEHCHE_02167	CDS	1263	hcnB	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
KOOEHCHE_02168	CDS	753	rhaS_4			HTH-type transcriptional activator RhaS
KOOEHCHE_02169	CDS	1290	abaF_3			Fosfomycin resistance protein AbaF
KOOEHCHE_02170	CDS	1581		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
KOOEHCHE_02171	CDS	1572	yveA		COG0531	Aspartate-proton symporter
KOOEHCHE_02172	CDS	1380	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
KOOEHCHE_02173	CDS	2103	paaZ		COG2030	Bifunctional protein PaaZ
KOOEHCHE_02174	CDS	939	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
KOOEHCHE_02175	CDS	291	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
KOOEHCHE_02176	CDS	756	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
KOOEHCHE_02177	CDS	501	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
KOOEHCHE_02178	CDS	1062	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
KOOEHCHE_02179	CDS	774	paaF_4	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
KOOEHCHE_02180	CDS	792	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
KOOEHCHE_02181	CDS	1539	paaH_2	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
KOOEHCHE_02182	CDS	1209	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
KOOEHCHE_02183	CDS	1290	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
KOOEHCHE_02184	CDS	966	paaX		COG3327	Transcriptional repressor PaaX
KOOEHCHE_02185	CDS	606	yrdA_2		COG0663	Protein YrdA
KOOEHCHE_02186	CDS	384				hypothetical protein
KOOEHCHE_02187	CDS	651	rlmE_1	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
KOOEHCHE_02188	CDS	324			COG1534	RNA-binding protein
KOOEHCHE_02189	CDS	537				hypothetical protein
KOOEHCHE_02190	CDS	588				hypothetical protein
KOOEHCHE_02191	CDS	1140	carA_1	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
KOOEHCHE_02192	CDS	3231	carB_1	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
KOOEHCHE_02193	CDS	477	greA_1		COG0782	Transcription elongation factor GreA
KOOEHCHE_02194	CDS	633	cat_1	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
KOOEHCHE_02195	CDS	438	teaD_1		COG0589	TRAP-T-associated universal stress protein TeaD
KOOEHCHE_02196	CDS	330				DNA base-flipping protein
KOOEHCHE_02197	CDS	717				hypothetical protein
KOOEHCHE_02198	CDS	1725				hypothetical protein
KOOEHCHE_02199	CDS	462				hypothetical protein
KOOEHCHE_02200	CDS	462				hypothetical protein
KOOEHCHE_02201	CDS	1725				hypothetical protein
KOOEHCHE_02202	CDS	717				hypothetical protein
KOOEHCHE_02203	CDS	330				DNA base-flipping protein
KOOEHCHE_02204	CDS	438	teaD_2		COG0589	TRAP-T-associated universal stress protein TeaD
KOOEHCHE_02205	CDS	633	cat_2	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
KOOEHCHE_02206	CDS	477	greA_2		COG0782	Transcription elongation factor GreA
KOOEHCHE_02207	CDS	3231	carB_2	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
KOOEHCHE_02208	CDS	1140	carA_2	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
KOOEHCHE_02209	CDS	588				hypothetical protein
KOOEHCHE_02210	CDS	537				hypothetical protein
KOOEHCHE_02211	CDS	324			COG1534	RNA-binding protein
KOOEHCHE_02212	CDS	651	rlmE_2	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
KOOEHCHE_02213	CDS	1248	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
KOOEHCHE_02214	CDS	1479	smvA			Methyl viologen resistance protein SmvA
KOOEHCHE_02215	CDS	579				hypothetical protein
KOOEHCHE_02216	CDS	1260				hypothetical protein
KOOEHCHE_02217	CDS	855				hypothetical protein
KOOEHCHE_02218	CDS	1392				hypothetical protein
KOOEHCHE_02219	CDS	1569	fadI	2.3.1.16		3-ketoacyl-CoA thiolase
KOOEHCHE_02220	CDS	435				hypothetical protein
KOOEHCHE_02221	CDS	894	yahB			putative HTH-type transcriptional regulator YahB
KOOEHCHE_02222	CDS	990	tal	2.2.1.2	COG0176	Transaldolase
KOOEHCHE_02223	CDS	651	leuE_2		COG1280	Leucine efflux protein
KOOEHCHE_02224	CDS	474	lrp_5		COG1522	Leucine-responsive regulatory protein
KOOEHCHE_02225	CDS	1173	ydcO_2		COG3135	Inner membrane protein YdcO
KOOEHCHE_02226	CDS	720				hypothetical protein
KOOEHCHE_02227	CDS	2757	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
KOOEHCHE_02228	CDS	444				hypothetical protein
KOOEHCHE_02229	CDS	150				hypothetical protein
KOOEHCHE_02230	CDS	228				hypothetical protein
KOOEHCHE_02231	CDS	444				Putative universal stress protein
KOOEHCHE_02232	CDS	1587	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
KOOEHCHE_02233	CDS	426	pliG			Inhibitor of g-type lysozyme
KOOEHCHE_02234	CDS	132				hypothetical protein
KOOEHCHE_02235	CDS	1113				hypothetical protein
KOOEHCHE_02236	CDS	2157	fhuE_2		COG4773	FhuE receptor
KOOEHCHE_02237	CDS	507				hypothetical protein
KOOEHCHE_02238	CDS	633	recF_1			DNA replication and repair protein RecF
KOOEHCHE_02239	CDS	948				hypothetical protein
KOOEHCHE_02240	CDS	2190	cntO_5			Metal-pseudopaline receptor CntO
KOOEHCHE_02241	CDS	213				hypothetical protein
KOOEHCHE_02242	CDS	945	gshB	6.3.2.3	COG0189	Glutathione synthetase
KOOEHCHE_02243	CDS	1098	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
KOOEHCHE_02244	CDS	1449	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
KOOEHCHE_02245	CDS	927	ddl_1	6.3.2.4		D-alanine--D-alanine ligase
KOOEHCHE_02246	CDS	855	ftsQ			Cell division protein FtsQ
KOOEHCHE_02247	CDS	1263	ftsA_3		COG0849	Cell division protein FtsA
KOOEHCHE_02248	CDS	1176	ftsZ			Cell division protein FtsZ
KOOEHCHE_02249	CDS	903	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
KOOEHCHE_02250	CDS	441				hypothetical protein
KOOEHCHE_02251	CDS	693				hypothetical protein
KOOEHCHE_02252	CDS	2718	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
KOOEHCHE_02253	CDS	1983		2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
