"qname","qid","qstart","qend","genome","strand","length","start","end","gene_label","is_center"
"ERR1417326",14,13170,13841,"ERR1417326","forward",671,13170,13841,"gene_14",FALSE
"ERR1417326",15,13999,14712,"ERR1417326","forward",713,13999,14712,"gene_15",FALSE
"ERR1417326",16,14785,15360,"ERR1417326","forward",575,14785,15360,"gene_16",FALSE
"ERR1417326",17,16006,15413,"ERR1417326","reverse",593,15413,16006,"gene_17",FALSE
"ERR1417326",18,16294,17541,"ERR1417326","forward",1247,16294,17541,"gene_18",FALSE
"ERR1417326",19,18476,17562,"ERR1417326","reverse",914,17562,18476,"gene_19",FALSE
"ERR1417326",21,19526,18885,"ERR1417326","reverse",641,18885,19526,"gene_21",FALSE
"ERR1417326",22,19997,19566,"ERR1417326","reverse",431,19566,19997,"gene_22",FALSE
"ERR1417326",1,20429,21823,"ERR1417326","forward",1394,20429,21823,"gene_1",TRUE
"ERR1417326",2,19307,20314,"ERR1417326","forward",1007,19307,20314,"gene_2",FALSE
"ERR1417326",3,19241,18873,"ERR1417326","reverse",368,18873,19241,"gene_3",FALSE
"ERR1417326",4,18828,18478,"ERR1417326","reverse",350,18478,18828,"gene_4",FALSE
"ERR1417326",5,18460,18176,"ERR1417326","reverse",284,18176,18460,"gene_5",FALSE
"ERR1417326",6,18156,17845,"ERR1417326","reverse",311,17845,18156,"gene_6",FALSE
"ERR1417326",7,16977,17840,"ERR1417326","forward",863,16977,17840,"gene_7",FALSE
"ERR1417326",8,16890,15451,"ERR1417326","reverse",1439,15451,16890,"gene_8",FALSE
"ERR1417326",9,14972,15454,"ERR1417326","forward",482,14972,15454,"gene_9",FALSE
"ERR1417326",10,13528,14763,"ERR1417326","forward",1235,13528,14763,"gene_10",FALSE
"ERR1417326",11,12605,13528,"ERR1417326","forward",923,12605,13528,"gene_11",FALSE
"ERR1417326",12,12096,12581,"ERR1417326","forward",485,12096,12581,"gene_12",FALSE
"ERR1417326",13,11838,12092,"ERR1417326","forward",254,11838,12092,"gene_13",FALSE
"ERR1417326",14,10803,11837,"ERR1417326","forward",1034,10803,11837,"gene_14",FALSE
"ERR1417326",15,8296,10569,"ERR1417326","forward",2273,8296,10569,"gene_15",FALSE
"ERR1417326",16,7516,8145,"ERR1417326","forward",629,7516,8145,"gene_16",FALSE
"ERR1417326",17,4739,7519,"ERR1417326","forward",2780,4739,7519,"gene_17",FALSE
"ERR1417326",18,3098,4720,"ERR1417326","forward",1622,3098,4720,"gene_18",FALSE
"ERR1417326",19,539,3085,"ERR1417326","forward",2546,539,3085,"gene_19",FALSE
"ERR1417326",20,258,527,"ERR1417326","forward",269,258,527,"gene_20",FALSE
"ERR1417326",1,21379,22671,"ERR1417326","forward",1292,21379,22671,"gene_1",TRUE
"ERR1417326",2,20267,21382,"ERR1417326","forward",1115,20267,21382,"gene_2",FALSE
"ERR1417326",3,19454,20245,"ERR1417326","forward",791,19454,20245,"gene_3",FALSE
"ERR1417326",4,18663,19463,"ERR1417326","forward",800,18663,19463,"gene_4",FALSE
"ERR1417326",5,17415,18647,"ERR1417326","forward",1232,17415,18647,"gene_5",FALSE
"ERR1417326",6,16861,17292,"ERR1417326","forward",431,16861,17292,"gene_6",FALSE
"ERR1417326",7,16547,16747,"ERR1417326","forward",200,16547,16747,"gene_7",FALSE
"ERR1417326",8,15896,16447,"ERR1417326","forward",551,15896,16447,"gene_8",FALSE
"ERR1417326",9,14585,15871,"ERR1417326","forward",1286,14585,15871,"gene_9",FALSE
"ERR1417326",10,12251,14434,"ERR1417326","forward",2183,12251,14434,"gene_10",FALSE
"ERR1417326",11,12058,11039,"ERR1417326","reverse",1019,11039,12058,"gene_11",FALSE
"ERR1417326",12,10713,9871,"ERR1417326","reverse",842,9871,10713,"gene_12",FALSE
"ERR1417326",13,8505,9818,"ERR1417326","forward",1313,8505,9818,"gene_13",FALSE
"ERR1417326",14,8205,6940,"ERR1417326","reverse",1265,6940,8205,"gene_14",FALSE
"ERR1417326",15,5206,6834,"ERR1417326","forward",1628,5206,6834,"gene_15",FALSE
"ERR1417326",16,4521,5033,"ERR1417326","forward",512,4521,5033,"gene_16",FALSE
"ERR1417326",17,3145,4503,"ERR1417326","forward",1358,3145,4503,"gene_17",FALSE
"ERR1417326",18,2329,2949,"ERR1417326","forward",620,2329,2949,"gene_18",FALSE
"ERR1417326",19,455,2308,"ERR1417326","forward",1853,455,2308,"gene_19",FALSE
"ERR1417326",1,2567,1917,"ERR1417326","reverse",650,1917,2567,"gene_1",TRUE
"ERR1417326",2,2606,3430,"ERR1417326","forward",824,2606,3430,"gene_2",FALSE
"ERR1417326",3,3886,4236,"ERR1417326","forward",350,3886,4236,"gene_3",FALSE
"ERR1417326",4,4712,4275,"ERR1417326","reverse",437,4275,4712,"gene_4",FALSE
"ERR1417326",5,4862,5773,"ERR1417326","forward",911,4862,5773,"gene_5",FALSE
"ERR1417326",6,5949,7142,"ERR1417326","forward",1193,5949,7142,"gene_6",FALSE
"ERR1417326",7,8948,7134,"ERR1417326","reverse",1814,7134,8948,"gene_7",FALSE
"ERR1417326",8,9744,8977,"ERR1417326","reverse",767,8977,9744,"gene_8",FALSE
"ERR1417326",9,10302,9757,"ERR1417326","reverse",545,9757,10302,"gene_9",FALSE
"ERR1417326",10,10811,10461,"ERR1417326","reverse",350,10461,10811,"gene_10",FALSE
"ERR1417326",11,11064,12029,"ERR1417326","forward",965,11064,12029,"gene_11",FALSE
"ERR1417326",12,12129,12632,"ERR1417326","forward",503,12129,12632,"gene_12",FALSE
"ERR1417326",13,12629,12952,"ERR1417326","forward",323,12629,12952,"gene_13",FALSE
"ERR1417326",14,12977,14344,"ERR1417326","forward",1367,12977,14344,"gene_14",FALSE
"ERR1417326",15,14467,15192,"ERR1417326","forward",725,14467,15192,"gene_15",FALSE
"ERR1417326",16,16402,15245,"ERR1417326","reverse",1157,15245,16402,"gene_16",FALSE
"ERR1417326",17,16602,17612,"ERR1417326","forward",1010,16602,17612,"gene_17",FALSE
"ERR1417326",18,17609,18112,"ERR1417326","forward",503,17609,18112,"gene_18",FALSE
"ERR1417326",20,20119,18236,"ERR1417326","reverse",1883,18236,20119,"gene_20",FALSE
"ERR1417326",21,20715,20134,"ERR1417326","reverse",581,20134,20715,"gene_21",FALSE
"ERR1417326",22,20927,22309,"ERR1417326","forward",1382,20927,22309,"gene_22",FALSE
"ERR1417326",1,8988,9731,"ERR1417326","forward",743,8988,9731,"gene_1",TRUE
"ERR1417326",2,8746,7397,"ERR1417326","reverse",1349,7397,8746,"gene_2",FALSE
"ERR1417326",3,6705,7313,"ERR1417326","forward",608,6705,7313,"gene_3",FALSE
"ERR1417326",4,6609,6214,"ERR1417326","reverse",395,6214,6609,"gene_4",FALSE
"ERR1417326",5,5363,6217,"ERR1417326","forward",854,5363,6217,"gene_5",FALSE
"ERR1417326",6,5196,4279,"ERR1417326","reverse",917,4279,5196,"gene_6",FALSE
"ERR1417326",7,3242,4246,"ERR1417326","forward",1004,3242,4246,"gene_7",FALSE
"ERR1417326",8,2341,3132,"ERR1417326","forward",791,2341,3132,"gene_8",FALSE
"ERR1417326",9,569,2224,"ERR1417326","forward",1655,569,2224,"gene_9",FALSE
"ERR1417326",1,17572,17979,"ERR1417326","forward",407,17572,17979,"gene_1",TRUE
"ERR1417326",2,17143,17544,"ERR1417326","forward",401,17143,17544,"gene_2",FALSE
"ERR1417326",3,14596,17067,"ERR1417326","forward",2471,14596,17067,"gene_3",FALSE
"ERR1417326",4,14423,14229,"ERR1417326","reverse",194,14229,14423,"gene_4",FALSE
"ERR1417326",1,270,1436,"ERR1417326","forward",1166,270,1436,"gene_1",TRUE
"ERR1417326",2,1808,1560,"ERR1417326","reverse",248,1560,1808,"gene_2",FALSE
"ERR1417326",1,126,596,"ERR1417326","forward",470,126,596,"gene_1",TRUE
"ERR1417326",2,1534,626,"ERR1417326","reverse",908,626,1534,"gene_2",FALSE
"ERR1417326",3,2485,1541,"ERR1417326","reverse",944,1541,2485,"gene_3",FALSE
"ERR1417326",4,3721,2540,"ERR1417326","reverse",1181,2540,3721,"gene_4",FALSE
"ERR1417326",5,3978,3814,"ERR1417326","reverse",164,3814,3978,"gene_5",FALSE
"ERR1417326",6,4422,4859,"ERR1417326","forward",437,4422,4859,"gene_6",FALSE
"ERR1417326",7,5417,4929,"ERR1417326","reverse",488,4929,5417,"gene_7",FALSE
"ERR1417326",8,5674,7203,"ERR1417326","forward",1529,5674,7203,"gene_8",FALSE
"ERR1417326",9,7393,8835,"ERR1417326","forward",1442,7393,8835,"gene_9",FALSE
"ERR1417326",10,9125,9223,"ERR1417326","forward",98,9125,9223,"gene_10",FALSE
"ERR1417326",11,9216,10124,"ERR1417326","forward",908,9216,10124,"gene_11",FALSE
"ERR1417326",12,10155,11768,"ERR1417326","forward",1613,10155,11768,"gene_12",FALSE
"ERR1417326",13,12368,11820,"ERR1417326","reverse",548,11820,12368,"gene_13",FALSE
"ERR1417326",14,12590,13102,"ERR1417326","forward",512,12590,13102,"gene_14",FALSE
"ERR1417326",15,14487,13150,"ERR1417326","reverse",1337,13150,14487,"gene_15",FALSE
"ERR1417326",1,4983,6002,"ERR1417326","forward",1019,4983,6002,"gene_1",TRUE
"ERR1417326",2,4983,6002,"ERR1417326","forward",1019,4983,6002,"gene_2",FALSE
"ERR1417326",3,2488,4986,"ERR1417326","forward",2498,2488,4986,"gene_3",FALSE
"ERR1417326",4,1658,2491,"ERR1417326","forward",833,1658,2491,"gene_4",FALSE
"ERR1417326",5,1146,1664,"ERR1417326","forward",518,1146,1664,"gene_5",FALSE
"ERR1417326",6,592,1140,"ERR1417326","forward",548,592,1140,"gene_6",FALSE
"ERR1417326",7,2,517,"ERR1417326","forward",515,2,517,"gene_7",FALSE
"ERR1417326",8,2,517,"ERR1417326","forward",515,2,517,"gene_8",FALSE
"ERR1417326",9,592,1140,"ERR1417326","forward",548,592,1140,"gene_9",FALSE
"ERR1417326",1,14205,12757,"ERR1417326","reverse",1448,12757,14205,"gene_1",TRUE
"ERR1417326",2,12588,12250,"ERR1417326","reverse",338,12250,12588,"gene_2",FALSE
"ERR1417326",3,12111,11860,"ERR1417326","reverse",251,11860,12111,"gene_3",FALSE
"ERR1417326",4,11853,10597,"ERR1417326","reverse",1256,10597,11853,"gene_4",FALSE
"ERR1417326",5,10597,9914,"ERR1417326","reverse",683,9914,10597,"gene_5",FALSE
"ERR1417326",6,9841,8519,"ERR1417326","reverse",1322,8519,9841,"gene_6",FALSE
"ERR1417326",7,8449,7364,"ERR1417326","reverse",1085,7364,8449,"gene_7",FALSE
"ERR1417326",9,5552,4704,"ERR1417326","reverse",848,4704,5552,"gene_9",FALSE
"ERR1417326",11,3526,2345,"ERR1417326","reverse",1181,2345,3526,"gene_11",FALSE
"ERR1417326",12,2332,668,"ERR1417326","reverse",1664,668,2332,"gene_12",FALSE
"ERR1417326",1,19484,17910,"ERR1417326","reverse",1574,17910,19484,"gene_1",TRUE
"ERR1417326",2,17747,16758,"ERR1417326","reverse",989,16758,17747,"gene_2",FALSE
"ERR1417326",3,16761,16417,"ERR1417326","reverse",344,16417,16761,"gene_3",FALSE
"ERR1417326",4,16424,15696,"ERR1417326","reverse",728,15696,16424,"gene_4",FALSE
"ERR1417326",5,15699,14539,"ERR1417326","reverse",1160,14539,15699,"gene_5",FALSE
"ERR1417326",6,14520,13753,"ERR1417326","reverse",767,13753,14520,"gene_6",FALSE
"ERR1417326",7,13729,11846,"ERR1417326","reverse",1883,11846,13729,"gene_7",FALSE
"ERR1417326",8,11700,10066,"ERR1417326","reverse",1634,10066,11700,"gene_8",FALSE
"ERR1417326",9,10038,9727,"ERR1417326","reverse",311,9727,10038,"gene_9",FALSE
"ERR1417326",10,9734,8082,"ERR1417326","reverse",1652,8082,9734,"gene_10",FALSE
"ERR1417326",11,6948,7934,"ERR1417326","forward",986,6948,7934,"gene_11",FALSE
"ERR1417326",12,5419,6864,"ERR1417326","forward",1445,5419,6864,"gene_12",FALSE
"ERR1417326",13,4476,5369,"ERR1417326","forward",893,4476,5369,"gene_13",FALSE
"ERR1417326",1,10131,11186,"ERR1417326","forward",1055,10131,11186,"gene_1",TRUE
"ERR1417326",2,11196,12002,"ERR1417326","forward",806,11196,12002,"gene_2",FALSE
"ERR1417326",3,12012,12707,"ERR1417326","forward",695,12012,12707,"gene_3",FALSE
"ERR1417326",4,13701,12718,"ERR1417326","reverse",983,12718,13701,"gene_4",FALSE
"ERR1417326",5,16083,13708,"ERR1417326","reverse",2375,13708,16083,"gene_5",FALSE
"ERR1417326",6,17584,16085,"ERR1417326","reverse",1499,16085,17584,"gene_6",FALSE
"ERR1417326",7,17841,18395,"ERR1417326","forward",554,17841,18395,"gene_7",FALSE
"ERR1417326",1,2521,3663,"ERR1417326","forward",1142,2521,3663,"gene_1",TRUE
"ERR1417326",2,1418,2437,"ERR1417326","forward",1019,1418,2437,"gene_2",FALSE
"ERR1417326",1,15235,14060,"ERR1417326","reverse",1175,14060,15235,"gene_1",TRUE
"ERR1417326",2,16662,15400,"ERR1417326","reverse",1262,15400,16662,"gene_2",FALSE
"ERR1417326",3,17577,16723,"ERR1417326","reverse",854,16723,17577,"gene_3",FALSE
"ERR1417326",4,18506,17580,"ERR1417326","reverse",926,17580,18506,"gene_4",FALSE
"ERR1417326",5,19992,18544,"ERR1417326","reverse",1448,18544,19992,"gene_5",FALSE
"ERR1417326",6,21065,20004,"ERR1417326","reverse",1061,20004,21065,"gene_6",FALSE
"ERR1417326",7,22283,21339,"ERR1417326","reverse",944,21339,22283,"gene_7",FALSE
"ERR1417326",8,22444,22656,"ERR1417326","forward",212,22444,22656,"gene_8",FALSE
"ERR1417326",9,22886,25075,"ERR1417326","forward",2189,22886,25075,"gene_9",FALSE
"ERR1417326",10,22886,25075,"ERR1417326","forward",2189,22886,25075,"gene_10",FALSE
"ERR1417326",1,13368,10690,"ERR1417326","reverse",2678,10690,13368,"gene_1",TRUE
"ERR1417326",3,9328,7964,"ERR1417326","reverse",1364,7964,9328,"gene_3",FALSE
"ERR1417326",4,7946,7140,"ERR1417326","reverse",806,7140,7946,"gene_4",FALSE
"ERR1417326",5,7127,6525,"ERR1417326","reverse",602,6525,7127,"gene_5",FALSE
"ERR1417326",6,6517,5564,"ERR1417326","reverse",953,5564,6517,"gene_6",FALSE
"ERR1417326",7,4710,5561,"ERR1417326","forward",851,4710,5561,"gene_7",FALSE
"ERR1417326",8,4558,3890,"ERR1417326","reverse",668,3890,4558,"gene_8",FALSE
"ERR1417326",9,3874,3392,"ERR1417326","reverse",482,3392,3874,"gene_9",FALSE
"ERR1417326",10,3392,2214,"ERR1417326","reverse",1178,2214,3392,"gene_10",FALSE
"ERR1417326",11,2080,923,"ERR1417326","reverse",1157,923,2080,"gene_11",FALSE
"ERR1417326",12,385,843,"ERR1417326","forward",458,385,843,"gene_12",FALSE
"ERR1417326",1,8988,9731,"ERR1417326","forward",743,8988,9731,"gene_1",TRUE
"ERR1417326",2,9760,11493,"ERR1417326","forward",1733,9760,11493,"gene_2",FALSE
"ERR1417326",3,11514,11759,"ERR1417326","forward",245,11514,11759,"gene_3",FALSE
"ERR1417326",4,11779,13209,"ERR1417326","forward",1430,11779,13209,"gene_4",FALSE
"ERR1417326",5,13244,14098,"ERR1417326","forward",854,13244,14098,"gene_5",FALSE
"ERR1417326",6,14100,14939,"ERR1417326","forward",839,14100,14939,"gene_6",FALSE
"ERR1417326",7,14936,15934,"ERR1417326","forward",998,14936,15934,"gene_7",FALSE
"ERR1417326",8,15918,16199,"ERR1417326","forward",281,15918,16199,"gene_8",FALSE
"ERR1417326",9,17525,16239,"ERR1417326","reverse",1286,16239,17525,"gene_9",FALSE
"ERR1417326",10,18071,20248,"ERR1417326","forward",2177,18071,20248,"gene_10",FALSE
"ERR1417326",11,21722,20304,"ERR1417326","reverse",1418,20304,21722,"gene_11",FALSE
"ERR1417326",1,9962,8901,"ERR1417326","reverse",1061,8901,9962,"gene_1",TRUE
"ERR1417326",2,9962,8901,"ERR1417326","reverse",1061,8901,9962,"gene_2",FALSE
"ERR1417326",3,8876,7329,"ERR1417326","reverse",1547,7329,8876,"gene_3",FALSE
"ERR1417326",4,8876,7329,"ERR1417326","reverse",1547,7329,8876,"gene_4",FALSE
"ERR1417326",5,7174,6353,"ERR1417326","reverse",821,6353,7174,"gene_5",FALSE
"ERR1417326",6,6356,4770,"ERR1417326","reverse",1586,4770,6356,"gene_6",FALSE
"ERR1417326",7,4773,3445,"ERR1417326","reverse",1328,3445,4773,"gene_7",FALSE
"ERR1417326",8,3452,2292,"ERR1417326","reverse",1160,2292,3452,"gene_8",FALSE
"ERR1417326",9,2162,1194,"ERR1417326","reverse",968,1194,2162,"gene_9",FALSE
"ERR1417326",10,1182,538,"ERR1417326","reverse",644,538,1182,"gene_10",FALSE
"ERR1417326",11,63,503,"ERR1417326","forward",440,63,503,"gene_11",FALSE
"ERR1417326",1,22694,22353,"ERR1417326","reverse",341,22353,22694,"gene_1",TRUE
"ERR1417326",2,23436,22696,"ERR1417326","reverse",740,22696,23436,"gene_2",FALSE
"ERR1417326",3,23538,24008,"ERR1417326","forward",470,23538,24008,"gene_3",FALSE
"ERR1417326",4,24416,24081,"ERR1417326","reverse",335,24081,24416,"gene_4",FALSE
"ERR1417326",5,25296,24589,"ERR1417326","reverse",707,24589,25296,"gene_5",FALSE
"ERR1417326",6,25389,25910,"ERR1417326","forward",521,25389,25910,"gene_6",FALSE
"ERR1417326",7,27046,25955,"ERR1417326","reverse",1091,25955,27046,"gene_7",FALSE
"ERR1417326",8,27799,27140,"ERR1417326","reverse",659,27140,27799,"gene_8",FALSE
"ERR1417326",9,28850,27780,"ERR1417326","reverse",1070,27780,28850,"gene_9",FALSE
"ERR1417326",10,29695,28862,"ERR1417326","reverse",833,28862,29695,"gene_10",FALSE
"ERR1417326",11,30539,29709,"ERR1417326","reverse",830,29709,30539,"gene_11",FALSE
"ERR1417326",12,31966,30554,"ERR1417326","reverse",1412,30554,31966,"gene_12",FALSE
"ERR1417326",13,33189,31966,"ERR1417326","reverse",1223,31966,33189,"gene_13",FALSE
"ERR1417326",14,34413,33202,"ERR1417326","reverse",1211,33202,34413,"gene_14",FALSE
"ERR1417326",1,17414,16557,"ERR1417326","reverse",857,16557,17414,"gene_1",TRUE
"ERR1417326",2,15865,16518,"ERR1417326","forward",653,15865,16518,"gene_2",FALSE
"ERR1417326",3,15725,15507,"ERR1417326","reverse",218,15507,15725,"gene_3",FALSE
"ERR1417326",4,14780,15499,"ERR1417326","forward",719,14780,15499,"gene_4",FALSE
"ERR1417326",5,14255,14764,"ERR1417326","forward",509,14255,14764,"gene_5",FALSE
"ERR1417326",6,14086,12359,"ERR1417326","reverse",1727,12359,14086,"gene_6",FALSE
"ERR1417326",7,14086,12359,"ERR1417326","reverse",1727,12359,14086,"gene_7",FALSE
"ERR1417326",1,36254,37147,"ERR1417326","forward",893,36254,37147,"gene_1",TRUE
"ERR1417326",2,37242,38084,"ERR1417326","forward",842,37242,38084,"gene_2",FALSE
"ERR1417326",3,38087,38764,"ERR1417326","forward",677,38087,38764,"gene_3",FALSE
"ERR1417326",4,38778,39521,"ERR1417326","forward",743,38778,39521,"gene_4",FALSE
"ERR1417326",5,40888,39572,"ERR1417326","reverse",1316,39572,40888,"gene_5",FALSE
"ERR1417326",1,9553,10539,"ERR1417326","forward",986,9553,10539,"gene_1",TRUE
"ERR1417326",2,10697,11836,"ERR1417326","forward",1139,10697,11836,"gene_2",FALSE
"ERR1417326",3,12635,11883,"ERR1417326","reverse",752,11883,12635,"gene_3",FALSE
"ERR1417326",4,12956,14185,"ERR1417326","forward",1229,12956,14185,"gene_4",FALSE
"ERR1417326",5,15373,14282,"ERR1417326","reverse",1091,14282,15373,"gene_5",FALSE
"ERR1417326",6,16390,15386,"ERR1417326","reverse",1004,15386,16390,"gene_6",FALSE
"ERR1417326",1,5616,1864,"ERR1417326","reverse",3752,1864,5616,"gene_1",TRUE
"ERR1417326",2,5741,6229,"ERR1417326","forward",488,5741,6229,"gene_2",FALSE
"ERR1417326",3,7752,6262,"ERR1417326","reverse",1490,6262,7752,"gene_3",FALSE
"ERR1417326",1,56333,54855,"ERR1417326","reverse",1478,54855,56333,"gene_1",TRUE
"ERR1417326",2,54842,54699,"ERR1417326","reverse",143,54699,54842,"gene_2",FALSE
"ERR1417326",3,53353,54657,"ERR1417326","forward",1304,53353,54657,"gene_3",FALSE
"ERR1417326",4,52394,53356,"ERR1417326","forward",962,52394,53356,"gene_4",FALSE
"ERR1417326",5,52045,50216,"ERR1417326","reverse",1829,50216,52045,"gene_5",FALSE
"ERR1417326",6,49902,48613,"ERR1417326","reverse",1289,48613,49902,"gene_6",FALSE
"ERR1417326",7,48534,47803,"ERR1417326","reverse",731,47803,48534,"gene_7",FALSE
"ERR1417326",8,46904,47794,"ERR1417326","forward",890,46904,47794,"gene_8",FALSE
"ERR1417326",9,45529,46824,"ERR1417326","forward",1295,45529,46824,"gene_9",FALSE
"ERR1417326",1,4380,5126,"ERR1417326","forward",746,4380,5126,"gene_1",TRUE
"ERR1417326",2,2966,4372,"ERR1417326","forward",1406,2966,4372,"gene_2",FALSE
"ERR1417326",3,1675,2925,"ERR1417326","forward",1250,1675,2925,"gene_3",FALSE
"ERR1417326",4,1528,1079,"ERR1417326","reverse",449,1079,1528,"gene_4",FALSE
"ERR1417326",5,1033,497,"ERR1417326","reverse",536,497,1033,"gene_5",FALSE
"ERR1417326",6,152,445,"ERR1417326","forward",293,152,445,"gene_6",FALSE
"ERR1417326",7,152,445,"ERR1417326","forward",293,152,445,"gene_7",FALSE
"ERR1417326",1,4022,678,"ERR1417326","reverse",3344,678,4022,"gene_1",TRUE
"ERR1417326",1,4022,678,"ERR1417326","reverse",3344,678,4022,"gene_1",TRUE
"ERR1417326",1,21058,20708,"ERR1417326","reverse",350,20708,21058,"gene_1",TRUE
"ERR1417326",2,21606,21073,"ERR1417326","reverse",533,21073,21606,"gene_2",FALSE
"ERR1417326",1,503,3,"ERR1417326","reverse",500,3,503,"gene_1",TRUE
"ERR1417326",1,503,3,"ERR1417326","reverse",500,3,503,"gene_1",TRUE
"ERR1417326",1,503,3,"ERR1417326","reverse",500,3,503,"gene_1",TRUE
"ERR1417326",1,503,3,"ERR1417326","reverse",500,3,503,"gene_1",TRUE
"ERR1417326",1,503,3,"ERR1417326","reverse",500,3,503,"gene_1",TRUE
"ERR1417326",1,503,3,"ERR1417326","reverse",500,3,503,"gene_1",TRUE
"ERR1417326",1,503,3,"ERR1417326","reverse",500,3,503,"gene_1",TRUE
"ERR1417326",1,3,254,"ERR1417326","forward",251,3,254,"gene_1",TRUE
"ERR1417326",1,3,254,"ERR1417326","forward",251,3,254,"gene_1",TRUE
"ERR1417326",1,3,254,"ERR1417326","forward",251,3,254,"gene_1",TRUE
"ERR1417326",1,79,2928,"ERR1417326","forward",2849,79,2928,"gene_1",TRUE
"ERR1417326",1,79,2928,"ERR1417326","forward",2849,79,2928,"gene_1",TRUE
"ERR1417326",1,79,2928,"ERR1417326","forward",2849,79,2928,"gene_1",TRUE
"ERR1417326",1,3,254,"ERR1417326","forward",251,3,254,"gene_1",TRUE
"ERR1417326",1,3,254,"ERR1417326","forward",251,3,254,"gene_1",TRUE
"ERR1417331",1,1215,148,"ERR1417331","reverse",1067,148,1215,"gene_1",TRUE
"ERR1417331",2,2067,1234,"ERR1417331","reverse",833,1234,2067,"gene_2",FALSE
"ERR1417331",3,2966,2109,"ERR1417331","reverse",857,2109,2966,"gene_3",FALSE
"ERR1417331",4,3084,3689,"ERR1417331","forward",605,3084,3689,"gene_4",FALSE
"ERR1417331",5,3757,4284,"ERR1417331","forward",527,3757,4284,"gene_5",FALSE
"ERR1417331",6,4578,4333,"ERR1417331","reverse",245,4333,4578,"gene_6",FALSE
"ERR1417331",7,5727,4741,"ERR1417331","reverse",986,4741,5727,"gene_7",FALSE
"ERR1417331",8,6601,5939,"ERR1417331","reverse",662,5939,6601,"gene_8",FALSE
"ERR1417331",9,8644,6659,"ERR1417331","reverse",1985,6659,8644,"gene_9",FALSE
"ERR1417331",10,8891,10342,"ERR1417331","forward",1451,8891,10342,"gene_10",FALSE
"ERR1417331",11,10380,11468,"ERR1417331","forward",1088,10380,11468,"gene_11",FALSE
"ERR1417331",12,11478,11954,"ERR1417331","forward",476,11478,11954,"gene_12",FALSE
"ERR1417331",13,12928,12044,"ERR1417331","reverse",884,12044,12928,"gene_13",FALSE
"ERR1417331",14,13159,13830,"ERR1417331","forward",671,13159,13830,"gene_14",FALSE
"ERR1417331",15,13988,14701,"ERR1417331","forward",713,13988,14701,"gene_15",FALSE
"ERR1417331",16,14774,15349,"ERR1417331","forward",575,14774,15349,"gene_16",FALSE
"ERR1417331",17,15995,15402,"ERR1417331","reverse",593,15402,15995,"gene_17",FALSE
"ERR1417331",18,16283,17530,"ERR1417331","forward",1247,16283,17530,"gene_18",FALSE
"ERR1417331",19,18465,17551,"ERR1417331","reverse",914,17551,18465,"gene_19",FALSE
"ERR1417331",20,18571,19365,"ERR1417331","forward",794,18571,19365,"gene_20",FALSE
"ERR1417331",21,20082,19441,"ERR1417331","reverse",641,19441,20082,"gene_21",FALSE
"ERR1417331",22,20619,20122,"ERR1417331","reverse",497,20122,20619,"gene_22",FALSE
"ERR1417331",23,20844,21536,"ERR1417331","forward",692,20844,21536,"gene_23",FALSE
"ERR1417331",1,1299,700,"ERR1417331","reverse",599,700,1299,"gene_1",TRUE
"ERR1417331",2,1,642,"ERR1417331","forward",641,1,642,"gene_2",FALSE
"ERR1417331",1,12364,15135,"ERR1417331","forward",2771,12364,15135,"gene_1",TRUE
"ERR1417331",2,15765,15196,"ERR1417331","reverse",569,15196,15765,"gene_2",FALSE
"ERR1417331",3,16617,15787,"ERR1417331","reverse",830,15787,16617,"gene_3",FALSE
"ERR1417331",4,17878,16595,"ERR1417331","reverse",1283,16595,17878,"gene_4",FALSE
"ERR1417331",5,18756,17935,"ERR1417331","reverse",821,17935,18756,"gene_5",FALSE
"ERR1417331",6,20295,18775,"ERR1417331","reverse",1520,18775,20295,"gene_6",FALSE
"ERR1417331",7,20575,20901,"ERR1417331","forward",326,20575,20901,"gene_7",FALSE
"ERR1417331",8,21223,22491,"ERR1417331","forward",1268,21223,22491,"gene_8",FALSE
"ERR1417331",9,22907,23146,"ERR1417331","forward",239,22907,23146,"gene_9",FALSE
"ERR1417331",10,23613,23317,"ERR1417331","reverse",296,23317,23613,"gene_10",FALSE
"ERR1417331",11,25991,23610,"ERR1417331","reverse",2381,23610,25991,"gene_11",FALSE
"ERR1417331",12,27005,26025,"ERR1417331","reverse",980,26025,27005,"gene_12",FALSE
"ERR1417331",13,27163,28164,"ERR1417331","forward",1001,27163,28164,"gene_13",FALSE
"ERR1417331",16,29742,29383,"ERR1417331","reverse",359,29383,29742,"gene_16",FALSE
"ERR1417331",17,29948,29754,"ERR1417331","reverse",194,29754,29948,"gene_17",FALSE
"ERR1417331",19,31916,31488,"ERR1417331","reverse",428,31488,31916,"gene_19",FALSE
"ERR1417331",20,32592,31969,"ERR1417331","reverse",623,31969,32592,"gene_20",FALSE
"ERR1417331",21,33136,32798,"ERR1417331","reverse",338,32798,33136,"gene_21",FALSE
"ERR1417331",22,35277,33355,"ERR1417331","reverse",1922,33355,35277,"gene_22",FALSE
"ERR1417331",23,35689,37317,"ERR1417331","forward",1628,35689,37317,"gene_23",FALSE
"ERR1417331",24,37914,37378,"ERR1417331","reverse",536,37378,37914,"gene_24",FALSE
"ERR1417331",25,38228,37917,"ERR1417331","reverse",311,37917,38228,"gene_25",FALSE
"ERR1417331",26,39034,38183,"ERR1417331","reverse",851,38183,39034,"gene_26",FALSE
