qname,qid,qstart,qend
ERR1417339,11,10420,11508
ERR1417339,12,11518,11994
ERR1417339,13,12968,12084
ERR1417339,14,13199,13870
ERR1417339,15,14028,14741
ERR1417339,16,14814,15389
ERR1417339,17,16035,15442
ERR1417339,18,16322,17569
ERR1417339,19,18504,17590
ERR1417339,20,18610,19404
ERR1417339,21,20122,19481
ERR1417339,22,20659,20162
ERR1417339,23,20883,21575
ERR1417339,1,11647,14418
ERR1417339,2,15048,14479
ERR1417339,3,15900,15070
ERR1417339,4,17161,15878
ERR1417339,5,18039,17218
ERR1417339,6,19578,18058
ERR1417339,7,19858,20184
ERR1417339,8,20506,21774
ERR1417339,9,22188,22439
ERR1417339,10,22906,22610
ERR1417339,11,25284,22903
ERR1417339,12,26298,25318
ERR1417339,1,706,1908
ERR1417339,2,568,2
ERR1417339,1,1669,296
ERR1417339,2,1825,3291
ERR1417339,1,10059,11210
ERR1417339,2,13159,11276
ERR1417339,3,13700,13230
ERR1417339,1,11419,9854
ERR1417339,2,7794,9800
ERR1417339,3,6736,7677
ERR1417339,4,5817,6632
ERR1417339,5,4985,5824
ERR1417339,6,1407,4970
ERR1417339,7,124,1191
ERR1946999,1,1574,2140
ERR1946999,2,1436,234
ERR1946999,1,208675,209565
ERR1946999,2,211822,209633
ERR1946999,3,214473,212125
ERR1946999,4,214473,212125
ERR1946999,6,208675,209565
ERR1946999,1,26380,28812
ERR1946999,2,28946,31000
ERR1946999,3,31041,31250
ERR1946999,4,31262,31693
ERR1946999,5,34037,31842
ERR1946999,6,34791,34225
ERR1946999,7,35954,34869
ERR1946999,8,36288,36187
ERR1946999,9,37014,36724
ERR1946999,10,37377,37120
ERR1946999,11,37565,38737
ERR1946999,1,87400,88596
ERR1946999,2,90024,88666
ERR1946999,3,90744,90034
ERR1946999,4,91671,91000
ERR1946999,5,91868,92701
ERR1946999,6,94125,92758
ERR1946999,7,95386,94232
ERR1946999,8,96724,95414
ERR1946999,9,97301,96738
ERR1946999,10,97900,97361
ERR1946999,11,98069,99646
ERR1946999,12,99661,100176
ERR1946999,1,22152,19888
ERR1946999,2,22152,19888
ERR1946999,3,22960,22322
ERR1946999,4,23118,23735
ERR1946999,5,23906,25582
ERR1946999,6,25579,26586
ERR1946999,7,26696,26860
ERR1946999,8,27397,28944
ERR1946999,9,30322,28988
ERR1946999,10,32120,30489
ERR1946999,1,1968,2426
ERR1946999,2,3663,2506
ERR1946999,3,4975,3797
ERR1946999,4,5457,4975
ERR1946999,5,6141,5473
ERR1946999,6,6293,7144
ERR1946999,7,8100,7147
ERR1946999,8,8710,8108
ERR1946999,9,9529,8723
ERR1946999,10,10911,9547
ERR1946999,11,12022,10928
ERR1946999,12,14724,12046
ERR1946999,1,147651,148070
ERR1946999,2,146239,147633
ERR1946999,3,145339,146208
ERR1946999,4,143717,145261
ERR1946999,5,143134,143670
ERR1946999,6,142651,143121
ERR1946999,7,142367,142612
ERR1946999,8,141407,142282
ERR1946999,9,140904,141302
ERR1946999,10,139895,140734
ERR1946999,11,139767,139270
ERR1946999,12,139288,138509
ERR1946999,13,138505,137696
ERR1946999,14,137068,137694
ERR1946999,15,136909,135989
ERR1946999,16,135406,135849
ERR1946999,1,37069,36389
ERR1946999,2,34506,36344
ERR1946999,3,32828,34270
ERR1946999,4,31714,32640
ERR1946999,5,31561,30920
ERR1946999,6,30880,30584
ERR1946999,7,30880,30584
ERR1946999,1,44079,45122
ERR1946999,2,43071,44057
ERR1946999,3,39811,40866
ERR1946999,4,39625,38618
ERR1946999,5,37194,38561
ERR1946999,6,37194,38561
ERR1946999,1,34841,33630
ERR1946999,2,33617,32394
ERR1946999,3,32394,30982
ERR1946999,4,30967,30137
ERR1946999,5,30123,29290
ERR1946999,6,29278,28208
ERR1946999,7,28227,27568
ERR1946999,8,27474,26383
ERR1946999,9,25817,26338
ERR1946999,10,25724,25017
ERR1946999,11,24844,24509
ERR1946999,12,23966,24436
ERR1946999,13,23864,23124
ERR1946999,14,23122,22781
ERR1946999,1,4651,5355
ERR1946999,2,5357,5998
ERR1946999,3,6115,7524
ERR1946999,4,7590,8762
ERR1946999,5,9718,8822
ERR1946999,6,10852,9956
ERR1946999,7,10852,9956
ERR1946999,1,124066,123500
ERR1946999,2,122597,123469
ERR1946999,4,121222,122451
ERR1946999,5,120576,121076
ERR1946999,6,120289,118226
ERR1946999,7,117908,118096
ERR1946999,8,117908,118096
ERR1946999,1,73202,74230
ERR1946999,2,72294,72992
ERR1946999,3,72042,71092
ERR1946999,4,70487,70029
ERR1946999,5,69503,69934
ERR1946999,6,67288,68532
ERR1946999,7,67288,68532
ERR1946999,1,154523,156952
ERR1946999,2,153121,154440
ERR1946999,3,151610,153061
ERR1946999,4,150757,151590
ERR1946999,5,150065,150694
ERR1946999,6,149325,150050
ERR1946999,7,148901,149314
ERR1946999,8,147530,148885
ERR1946999,9,146702,147487
ERR1946999,10,145350,146705
ERR1946999,11,144136,145347
ERR1946999,1,128382,129575
ERR1946999,2,127539,128324
ERR1946999,3,126501,127517
ERR1946999,4,125930,126430
ERR1946999,5,124551,125933
ERR1946999,6,124268,123309
ERR1946999,7,123065,123259
ERR1946999,8,122892,120421
ERR1946999,9,120345,119944
ERR1946999,10,119916,119509
ERR1946999,11,118560,118916
ERR1946999,1,86205,86669
ERR1946999,2,87042,88826
ERR1946999,3,88819,90252
ERR1946999,4,90273,91712
ERR1946999,5,91724,93565
ERR1946999,6,93575,95485
ERR1946999,7,95498,96268
ERR1946999,8,96255,96872
ERR1946999,9,96967,99276
ERR1946999,1,58389,57265
ERR1946999,2,59291,58695
ERR1946999,3,59630,59301
ERR1946999,4,60132,59896
ERR1946999,5,61497,60310
ERR1946999,6,61631,62716
ERR1946999,7,63564,62797
ERR1946999,8,63564,62797
ERR1946999,1,16121,15081
ERR1946999,2,14280,13411
ERR1946999,1,55102,54224
ERR1946999,2,53400,54131
ERR1946999,3,53288,51999
ERR1946999,4,51991,51179
ERR1946999,5,51169,49829
ERR1946999,6,51169,49829
ERR1946999,1,22976,22713
ERR1946999,2,23034,24020
ERR1946999,3,24116,24814
ERR1946999,4,25118,24867
ERR1946999,5,25818,25291
ERR1946999,6,26070,25921
ERR1946999,7,27358,26033
ERR1946999,8,28470,27415
ERR1946999,9,28470,27415
ERR1946999,1,69598,68663
ERR1946999,2,69710,70885
ERR1946999,3,70973,72760
ERR1946999,1,56069,55185
ERR1946999,2,55173,53680
ERR1946999,3,53619,52852
ERR1946999,4,52736,51384
ERR1946999,5,51217,51095
ERR1946999,8,51217,51095
ERR1946999,1,87355,85052
ERR1946999,2,87613,89436
ERR1946999,3,90165,89509
ERR1946999,4,90410,90664
ERR1946999,5,91834,90734
ERR1946999,6,92764,91967
ERR1946999,7,94029,92767
ERR1946999,8,94555,94139
ERR1946999,9,94585,95007
ERR1946999,10,95102,96079
ERR1946999,11,96079,98148
ERR1946999,1,59071,58208
ERR1946999,2,59575,60480
ERR1946999,3,60687,61070
ERR1946999,4,62274,61162
ERR1946999,5,62647,63141
ERR1946999,6,63954,63400
ERR1946999,7,64538,68536
ERR1946999,1,69511,70059
ERR1946999,2,70741,70106
ERR1946999,3,72067,70745
ERR1946999,4,72233,74953
ERR1946999,5,72233,74953
ERR1946999,8,69511,70059
ERR1946999,1,45850,46689
ERR1946999,2,45850,46689
ERR1946999,3,45730,44828
ERR1946999,4,44630,44208
ERR1946999,5,43973,43470
ERR1946999,6,43335,42331
ERR1946999,7,42184,41621
ERR1946999,8,41123,41587
ERR1946999,9,39879,41126
ERR1946999,10,38050,39879
ERR1946999,11,35612,38050
ERR1946999,1,136086,134752
ERR1946999,2,134541,134134
ERR1946999,3,134110,133412
ERR1946999,4,133412,132960
ERR1946999,5,132956,131610
ERR1946999,6,131516,130236
ERR1946999,7,130208,129645
ERR1946999,8,129402,129590
ERR1946999,9,129219,128248
ERR1946999,10,128191,127415
ERR1946999,11,127255,126641
ERR1946999,12,126651,126331
ERR1946999,13,126341,125952
ERR1946999,14,123426,125861
ERR1946999,1,68452,67481
ERR1946999,2,67447,66071
ERR1946999,3,66071,65199
ERR1946999,4,64219,65103
ERR1946999,5,62709,61657
ERR1946999,6,61226,60207
ERR1946999,7,60210,59194
ERR1946999,8,59197,58433
ERR1946999,9,58430,57942
ERR1946999,10,57159,57947
ERR1946999,11,57063,56251
ERR1946999,1,44260,45246
ERR1946999,2,45404,46543
ERR1946999,3,47342,46590
ERR1946999,4,47663,48892
ERR1946999,5,50080,48989
ERR1946999,6,51097,50093
ERR1946999,7,52539,51334
ERR1946999,8,53763,52576
ERR1946999,9,54630,53779
ERR1946999,10,55049,54660
ERR1946999,11,55344,55039
ERR1946999,1,120809,120693
ERR1946999,2,123608,121143
ERR1946999,3,123899,123621
ERR1946999,4,124018,123902
ERR1946999,5,124326,124021
ERR1946999,6,124704,124336
ERR1946999,7,125251,124697
ERR1946999,8,125457,125248
ERR1946999,9,125687,125460
ERR1946999,10,125687,125460
ERR1946999,1,57819,57451
ERR1946999,2,56663,57397
ERR1946999,3,54900,56630
ERR1946999,4,53745,54887
ERR1946999,5,52799,53737
ERR1946999,6,50774,52786
ERR1946999,7,48932,50752
ERR1946999,8,47129,48913
ERR1946999,1,107692,109101
ERR1946999,2,109162,111300
ERR1946999,3,112235,111357
ERR1946999,6,112235,111357
ERR1946999,8,107692,109101
ERR1946999,1,112086,114518
ERR1946999,2,111314,112000
ERR1946999,3,110041,111321
ERR1946999,4,108930,109838
ERR1946999,5,108452,108919
ERR1946999,6,108177,107236
ERR1946999,7,108177,107236
ERR1946999,1,57593,57276
ERR1946999,2,56992,56081
ERR1946999,3,55715,54483
ERR1946999,4,54448,53684
ERR1946999,5,53672,52866
ERR1946999,6,52833,51250
ERR1946999,7,51253,49532
ERR1946999,8,49230,48010
ERR1946999,1,16815,16192
ERR1946999,2,16021,13337
ERR1946999,3,13036,11741
ERR1946999,4,11661,10771
ERR1946999,5,10031,10762
ERR1946999,6,8663,9952
ERR1946999,7,6562,8349
ERR1946999,1,11381,9303
ERR1946999,2,12163,11486
ERR1946999,3,12240,13049
ERR1946999,4,15510,13051
ERR1946999,5,16206,15514
ERR1946999,6,16314,16874
ERR1946999,7,17521,16907
ERR1946999,8,17806,18831
ERR1946999,9,18858,19865
ERR1946999,1,26182,28278
ERR1946999,2,28559,28464
ERR1946999,3,28602,30830
ERR1946999,4,31313,30879
ERR1946999,5,32470,31313
ERR1946999,6,32470,31313
ERR1946999,1,162102,163088
ERR1946999,2,163085,163819
ERR1946999,3,163904,164140
ERR1946999,4,164331,164804
ERR1946999,5,165617,164850
ERR1946999,6,165715,166389
ERR1946999,7,167113,166454
ERR1946999,8,167531,169312
ERR1946999,9,169312,169872
ERR1946999,10,170308,169928
ERR1946999,11,171021,170440
ERR1946999,12,171338,171042
ERR1946999,13,172388,171438
ERR1946999,1,135762,135025
ERR1946999,2,135888,136808
ERR1946999,3,137706,136846
ERR1946999,4,138366,137740
ERR1946999,5,139391,138486
ERR1946999,6,139502,139933
ERR1946999,7,139947,140636
ERR1946999,8,142134,140644
ERR1946999,9,142250,142885
ERR1946999,10,142928,143521
ERR1946999,11,144716,143529
ERR1946999,1,98065,97412
ERR1946999,2,96516,97373
ERR1946999,4,94839,95783
ERR1946999,5,92880,94832
ERR1946999,6,92432,92887
ERR1946999,7,92293,91385
ERR1946999,8,91273,90965
ERR1946999,9,90867,90424
ERR1946999,10,89727,90431
ERR1946999,11,89408,89626
ERR1946999,12,89154,88702
ERR1946999,13,87731,88651
ERR1946999,1,6407,5457
ERR1946999,3,4019,4537
ERR1946999,1,4719,3925
ERR1946999,2,5799,4726
ERR1946999,3,6099,7346
ERR1946999,4,8636,7467
ERR1946999,5,8636,7467
ERR1946999,8,4719,3925
ERR1946999,1,41237,40176
ERR1946999,2,40151,38604
ERR1946999,3,38449,37628
ERR1946999,4,37631,36045
ERR1946999,5,36048,34720
ERR1946999,6,34727,33564
ERR1946999,7,33434,32466
ERR1946999,8,32454,31810
ERR1946999,9,31335,31775
ERR1946999,1,86205,86669
ERR1946999,2,86014,85712
ERR1946999,3,85475,84102
ERR1946999,4,85475,84102
ERR1946999,6,86205,86669
ERR1946999,7,86205,86669
ERR1946999,9,85475,84102
ERR1946999,10,85475,84102
ERR1946999,12,86205,86669
ERR1946999,1,69373,70119
ERR1946999,2,67959,69365
ERR1946999,3,66668,67918
ERR1946999,4,66521,66072
ERR1946999,5,66027,65491
ERR1946999,7,66027,65491
ERR1946999,1,41873,41427
ERR1946999,2,40510,41415
ERR1946999,3,40355,39606
ERR1946999,4,39557,38229
ERR1946999,5,38209,37364
ERR1946999,6,37353,36349
ERR1946999,7,32582,36268
ERR1946999,1,83881,82589
ERR1946999,2,82567,81362
ERR1946999,3,80019,81242
ERR1946999,4,79847,78882
ERR1946999,5,79847,78882
ERR1946999,8,83881,82589
ERR1946999,1,152366,153100
ERR1946999,2,153191,154471
ERR1946999,3,154473,155630
ERR1946999,4,155627,156376
ERR1946999,5,156377,157021
ERR1946999,6,158008,157085
ERR1946999,7,158646,158050
ERR1946999,8,159410,158643
ERR1946999,9,160280,159663
ERR1946999,10,161032,160370
ERR1946999,11,161129,161689
ERR1946999,12,161764,161949
ERR1946999,1,58923,56167
ERR1946999,2,59860,59048
ERR1946999,3,60804,59860
ERR1946999,4,61731,60889
ERR1946999,5,63393,61801
ERR1946999,6,64461,63598
ERR1946999,7,64777,65364
ERR1946999,1,58704,60380
ERR1946999,3,60468,62006
ERR1946999,4,62071,63483
ERR1946999,5,63535,64740
ERR1946999,6,64718,65671
ERR1946999,7,65925,67751
ERR1946999,1,24928,24527
ERR1946999,2,22678,24459
ERR1946999,3,22372,20297
ERR1946999,4,19923,19012
ERR1946999,5,19003,18245
ERR1946999,6,18248,17964
ERR1946999,7,17967,16813
ERR1946999,8,16796,15744
ERR1946999,1,24025,22670
ERR1946999,2,21632,22507
ERR1946999,3,20431,21429
ERR1946999,4,19491,20384
ERR1946999,5,18514,19332
ERR1946999,6,18158,17358
ERR1946999,7,17252,16260
ERR1946999,8,15183,16217
ERR1946999,9,15019,14321
ERR1946999,1,77309,76668
ERR1946999,2,78828,77896
ERR1946999,3,80164,78959
ERR1946999,4,81675,80815
ERR1946999,5,81794,82261
ERR1946999,6,82536,85181
ERR1946999,7,85201,85776
ERR1946999,1,155131,154724
ERR1946999,2,153591,154670
ERR1946999,3,152969,153559
ERR1946999,4,152209,152856
ERR1946999,5,150772,152190
ERR1946999,6,150772,152190
ERR1946999,1,9842,9105
ERR1946999,2,8175,9065
ERR1946999,3,7979,7293
ERR1946999,4,7182,5308
ERR1946999,5,5250,5089
ERR1946999,6,4592,5020
ERR1946999,7,4507,4178
ERR1946999,8,4073,3039
ERR1946999,9,2046,2948
ERR1946999,10,1944,1384
ERR1946999,11,1384,863
ERR1946999,12,685,2
ERR1946999,1,150534,150280
ERR1946999,2,150162,149302
ERR1946999,3,147663,148313
ERR1946999,4,147480,146995
ERR1946999,5,146909,144615
ERR1946999,6,144101,141945
ERR1946999,7,140826,141878
ERR1946999,1,58330,57590
ERR1946999,2,57538,55001
ERR1946999,3,55004,53985
ERR1946999,4,55004,53985
ERR1946999,6,58330,57590
ERR1946999,1,19275,17809
ERR1946999,3,16121,15081
ERR1946999,4,15071,14277
ERR1946999,5,14280,13411
ERR1946999,6,13402,12521
ERR1946999,7,11719,12453
ERR1946999,8,10253,11722
ERR1946999,1,36508,37629
ERR1946999,2,35986,36498
ERR1946999,3,35437,35802
ERR1946999,4,35198,33825
ERR1946999,5,32505,33755
ERR1946999,6,32369,31773
ERR1946999,7,31454,30498
ERR1946999,8,30309,29944
ERR1946999,9,29922,28762
ERR1946999,1,58937,58401
ERR1946999,2,59383,59733
ERR1946999,3,59797,60009
ERR1946999,4,61045,60056
ERR1946999,5,62233,61145
ERR1946999,6,62262,63722
ERR1946999,7,64279,63734
ERR1946999,8,64509,65102
ERR1946999,9,65099,65644
ERR1946999,10,66537,65713
ERR1946999,11,66936,67496
ERR1946999,12,67745,67560
ERR1946999,1,120545,121243
ERR1946999,2,119331,120524
ERR1946999,3,119195,118125
ERR1946999,4,118128,117499
ERR1946999,5,116626,117435
ERR1946999,6,115510,116607
ERR1946999,7,115454,114471
ERR1946999,8,112086,114518
ERR1946999,1,41178,39841
ERR1946999,2,39676,38003
ERR1946999,3,36933,37961
ERR1946999,4,35803,36933
ERR1946999,5,34764,35798
ERR1946999,6,34241,34744
ERR1946999,7,32696,33940
ERR1946999,1,32274,29845
ERR1946999,2,29543,29064
ERR1946999,3,28951,28175
ERR1946999,4,28951,28175
ERR1946999,6,32274,29845
ERR1946999,1,75259,76701
ERR1946999,2,77199,76756
ERR1946999,3,79418,77325
ERR1946999,4,79418,77325
ERR1946999,6,75259,76701
ERR1946999,1,74980,79485
ERR1946999,2,79630,79989
ERR1946999,3,80248,82887
ERR1946999,4,80248,82887
ERR1946999,5,83116,83550
ERR1946999,1,322,909
ERR1946999,2,1002,1400
ERR1946999,3,1400,1906
ERR1946999,4,1903,2265
ERR1946999,1,112189,113901
ERR1946999,2,113945,114304
ERR1946999,3,114368,115237
ERR1946999,4,116093,115266
ERR1946999,5,117284,116127
ERR1946999,6,117693,117436
ERR1946999,7,118012,120618
ERR1946999,1,8672,6801
ERR1946999,2,6571,5462
ERR1946999,3,4456,5406
ERR1946999,4,4456,5406
ERR1946999,6,8672,6801
ERR1417339,1,339,1238
ERR1417339,2,1354,2322
ERR1417339,3,2425,2946
ERR1417339,4,2973,3797
ERR1417339,5,3812,4189
ERR1417339,6,4349,4786
ERR1417339,7,4874,5305
ERR1417339,8,6850,5360
ERR1417339,9,6947,7768
ERR1417339,10,7778,8695
ERR1417339,11,11492,8685
ERR1417339,1,349,636
ERR1417339,2,623,937
ERR1417339,3,1065,3476
ERR1417339,1,4737,436
ERR1417339,1,4737,436
ERR1417339,1,1191,1
ERR1417339,2,9978,9409
ERR1417339,1,2830,3645
ERR1417339,2,4298,3702
ERR1417339,1,1,237
ERR1417339,1,1,237
ERR1417339,1,230,3
ERR1417339,1,230,3
ERR1417339,1,3,254
ERR1417339,1,3,254
ERR1417339,1,3,254
ERR1417339,1,3,254
ERR1417339,1,3,254
ERR1946999,1,1483,416
ERR1946999,2,2335,1502
ERR1946999,3,3234,2377
ERR1946999,4,3352,3957
ERR1946999,5,4025,4552
ERR1946999,6,4846,4601
ERR1946999,7,5995,5009
ERR1946999,8,6869,6207
ERR1946999,9,8912,6927
ERR1946999,10,9159,10610
ERR1946999,11,10648,11736
ERR1946999,12,11746,12222
ERR1946999,13,13196,12312
ERR1946999,14,13427,14098
ERR1946999,15,14256,14969
ERR1946999,16,15042,15617
ERR1946999,17,16263,15670
ERR1946999,18,16551,17798
ERR1946999,19,18733,17819
ERR1946999,20,18839,19633
ERR1946999,21,20351,19710
ERR1946999,22,20888,20391
ERR1946999,23,21113,21805
ERR1946999,1,2,109
ERR1946999,2,843,289
ERR1946999,3,1100,2599
ERR1946999,4,2601,4976
ERR1946999,5,4983,5966
ERR1946999,6,6672,5977
ERR1946999,7,7488,6682
ERR1946999,8,8553,7498
ERR1946999,1,250,849
ERR1946999,2,1599,907
ERR1946999,1,170,622
ERR1946999,2,784,1218
ERR1946999,3,1419,1517
ERR1946999,1,498,3269
ERR1946999,2,3898,3329
ERR1946999,3,4750,3920
ERR1946999,4,6011,4728
ERR1946999,5,6889,6068
ERR1946999,6,8428,6908
ERR1946999,7,8708,9034
ERR1946999,8,9356,10624
ERR1946999,9,11039,11284
ERR1946999,10,11750,11454
ERR1946999,11,14128,11747
ERR1946999,12,15142,14162
ERR1946999,1,121502,122074
ERR1946999,2,120808,121494
ERR1946999,1,40648,42000
ERR1946999,2,41997,42563
ERR1946999,1,3,104
ERR1946999,1,90906,89704
ERR1946999,2,89698,89018
ERR1946999,3,89014,88478
ERR1946999,1,109397,110110
ERR1946999,2,108698,109264
ERR1946999,3,108622,107798
ERR1946999,4,107778,107488
ERR1946999,6,106551,106982
ERR1946999,7,104460,106295
ERR1946999,8,104281,102923
ERR1946999,9,102860,101847
ERR1946999,10,101825,100365
ERR1946999,11,100088,98883
ERR1946999,12,98879,98721
ERR1946999,13,97526,98596
ERR1946999,14,97144,96629
ERR1946999,15,96520,95345
ERR1946999,16,95218,94775
ERR1946999,17,94379,94732
ERR1946999,18,93811,94296
ERR1946999,19,92175,93818
ERR1946999,20,89603,92008
ERR1946999,21,88176,89429
ERR1946999,22,86923,88041
ERR1946999,23,86712,85702
ERR1946999,24,85530,84325
ERR1946999,25,84304,82169
ERR1946999,26,82004,81750
ERR1946999,27,81734,80874
ERR1946999,28,80425,80844
ERR1946999,29,79444,80412
ERR1946999,30,79175,79450
ERR1946999,31,79063,78434
ERR1946999,32,78299,76989
ERR1946999,33,76481,76924
ERR1946999,34,73626,76349
ERR1946999,35,73218,72577
ERR1946999,36,72405,71503
ERR1946999,37,71506,70928
ERR1946999,38,69839,70909
ERR1946999,39,68562,69848
ERR1946999,40,67669,68565
ERR1946999,41,66869,67672
ERR1946999,42,65575,66624
ERR1946999,43,65454,64579
ERR1946999,44,63575,64570
ERR1946999,45,63025,63537
ERR1946999,46,61786,63015
ERR1946999,47,61143,61802
ERR1946999,48,60773,58902
ERR1946999,49,58805,58227
ERR1946999,50,58154,57441
ERR1946999,51,56882,57412
ERR1946999,52,56673,55501
ERR1946999,53,55387,53945
ERR1946999,54,53195,53881
ERR1946999,55,51619,53175
ERR1946999,56,51385,51005
ERR1946999,57,50715,48913
ERR1946999,58,48745,46964
ERR1946999,61,45019,44537
ERR1946999,62,44115,44498
ERR1946999,63,43950,43504
ERR1946999,64,41846,43309
ERR1946999,65,39713,41770
ERR1946999,66,39577,38813
ERR1946999,67,38643,36865
ERR1946999,69,35581,35363
ERR1946999,1,136,1287
ERR1946999,2,3238,1355
ERR1946999,3,3779,3309
ERR1946999,1,98270,96624
ERR1946999,2,93858,96572
ERR1946999,3,92560,93492
ERR1946999,4,91793,92542
ERR1946999,1,175312,174875
ERR1946999,2,174432,174860
ERR1946999,3,173180,173938
ERR1946999,1,72777,72932
ERR1946999,2,70973,72760
ERR1946999,3,69710,70885
ERR1946999,4,69598,68663
ERR1946999,1,1816,602
ERR1946999,2,1896,3023
ERR1946999,3,3151,3996
ERR1946999,4,4388,4053
ERR1946999,5,5517,4513
ERR1946999,6,6867,5860
ERR1946999,7,8127,7123
ERR1946999,8,8384,10315
ERR1946999,9,10566,11123
ERR1946999,10,11599,11207
ERR1946999,11,14105,11637
ERR1946999,12,15240,14158
ERR1946999,13,16403,15255
ERR1946999,14,17898,16501
ERR1946999,1,824,48
ERR1946999,2,924,1301
ERR1946999,3,1449,1898
ERR1946999,4,1934,4570
ERR1946999,5,4658,5416
ERR1946999,6,5554,6126
ERR1946999,7,6243,8222
ERR1946999,8,8296,8535
ERR1946999,9,8543,8710
ERR1946999,10,8827,9330
ERR1946999,11,9443,9721
ERR1946999,12,11468,9759
ERR1946999,13,11771,11616
ERR1946999,14,12020,11784
ERR1946999,15,13636,12188
ERR1946999,16,13749,14441
ERR1946999,17,14516,15379
ERR1946999,18,15771,16526
ERR1946999,19,16571,17191
ERR1946999,20,17191,17595
ERR1946999,21,18177,17656
ERR1946999,22,19333,18278
ERR1946999,23,19857,19348
ERR1946999,24,20744,19902
ERR1946999,25,21228,20866
ERR1946999,26,21598,21239
ERR1946999,27,22490,21672
ERR1946999,28,22584,23363
ERR1946999,29,25745,23412
ERR1946999,30,28134,25954
ERR1946999,31,29077,28307
ERR1946999,32,29511,29074
ERR1946999,33,29741,29523
ERR1946999,34,29994,30869
ERR1946999,35,31688,31062
ERR1946999,36,32399,31857
ERR1946999,37,33034,32441
ERR1946999,38,34194,33034
ERR1946999,39,35975,34278
ERR1946999,40,37117,36434
ERR1946999,41,39453,37222
ERR1946999,1,318,821
ERR1946999,2,827,2050
ERR1946999,1,11073,10174
ERR1946999,2,10058,9090
ERR1946999,3,8987,8466
ERR1946999,4,8439,7615
ERR1946999,5,7600,7223
ERR1946999,6,7062,6625
ERR1946999,7,6537,6106
ERR1946999,8,4561,6051
ERR1946999,9,4464,3643
ERR1946999,10,3633,2716
ERR1946999,11,105,2726
ERR1946999,1,3646,3359
ERR1946999,2,3372,3058
ERR1946999,3,2930,519
ERR1946999,1,1,1296
ERR1946999,1,1297,2
ERR1946999,1,13,1152
ERR1946999,2,2,529
ERR1946999,1,50975,50160
ERR1946999,2,49507,50103
ERR1946999,1,235,2
ERR1946999,1,226,2
ERR1946999,1,221,3
ERR1946999,1,212,3
ERR1946999,1,166,2
ERR1946999,1,166,2
ERR1946999,1,166,2
ERR1946999,1,157,2
ERR1946999,1,157,2
ERR1417339,1,1255,188
ERR1417339,2,2107,1274
ERR1417339,3,3006,2149
ERR1417339,4,3124,3729
ERR1417339,5,3797,4324
ERR1417339,6,4618,4373
ERR1417339,7,5767,4781
ERR1417339,8,6641,5979
ERR1417339,9,8684,6699
ERR1417339,10,8931,10382
ERR1417339,11,10420,11508
ERR1417339,12,11518,11994
ERR1417339,13,12968,12084
ERR1417339,14,13199,13870
ERR1417339,15,14028,14741
ERR1417339,16,14814,15389
ERR1417339,17,16035,15442
ERR1417339,18,16322,17569
ERR1417339,19,18504,17590
ERR1417339,20,18610,19404
ERR1417339,21,20122,19481
ERR1417339,22,20659,20162
ERR1417339,23,20883,21575
ERR1946991,1,-40817,-40461
ERR1946991,2,-41409,-40960
ERR1946991,3,-41626,-42348
ERR1946991,4,-42494,-43204
ERR1946991,5,-43387,-44211
ERR1946991,6,-45169,-44246
ERR1946991,7,-46343,-45234
ERR1946991,1,74951,75562
ERR1946991,2,75713,76669
ERR1946991,3,76681,77010
ERR1946991,4,78468,77257
ERR1946991,5,80646,78553
ERR1946991,6,81167,80898
ERR1946991,7,81380,82678
ERR1946991,8,85158,83395
ERR1946991,9,88953,85255
ERR1946991,10,92592,88957
ERR1946991,11,92764,93270
ERR1946991,12,94711,93293
ERR1946991,13,94919,95626
ERR1946991,14,95775,96722
ERR1946991,15,96734,97402
ERR1946991,16,97415,99034
ERR1946991,17,99159,100472
ERR1946991,18,100626,101399
ERR1946991,19,101409,102911
ERR1946991,20,102935,104317
ERR1946991,21,104644,107481
ERR1946991,22,107478,107846
ERR1946991,23,107846,109657
ERR1946991,24,109660,110187
ERR1946991,25,110184,110459
ERR1946991,26,110472,110876
ERR1946991,27,111334,110933
ERR1946991,28,114033,111334
ERR1946991,29,115528,114044
ERR1946991,30,116090,115566
ERR1946991,31,117061,116732
ERR1946991,32,117868,117074
ERR1946991,33,118160,119872
ERR1946991,34,119902,121128
ERR1946991,35,121128,121988
ERR1946991,36,121990,122586
ERR1946991,37,123497,122583
ERR1946991,38,124282,123533
ERR1946991,39,124710,124384
ERR1946991,40,126097,124787
ERR1946991,41,126212,127879
ERR1946991,42,128006,128560
ERR1946991,43,128560,129000
ERR1946991,44,130058,129057
ERR1946991,45,130304,130098
ERR1946991,46,132396,130297
ERR1946991,47,132892,133665
ERR1946991,48,134471,133860
ERR1946991,49,135322,134468
ERR1946991,50,136032,135445
ERR1946991,51,136945,136151
ERR1946991,52,138874,137066
ERR1946991,53,139529,138999
ERR1946991,54,141303,140389
ERR1946991,56,141875,144028
ERR1946991,57,144041,145213
ERR1946991,58,145749,145258
ERR1946991,59,146025,146741
ERR1946991,60,147367,146810
ERR1946991,61,147485,147892
ERR1946991,62,148671,147913
ERR1946991,63,148849,149553
ERR1946991,64,149912,151051
ERR1946991,65,151173,152075
ERR1946991,66,154078,152159
ERR1946991,67,154537,154181
ERR1946991,68,155300,154719
ERR1946991,1,50282,49455
ERR1946991,2,50492,51244
ERR1946991,3,51382,52257
ERR1946991,4,52323,52808
ERR1946991,5,52907,53731
